id,account_id,ts,amount,kind,description
41,11,2023-12-10 05:44:00+0000,-361.61,DEBIT,POS
42,11,2023-02-03 06:22:00+0000,431.36,CREDIT,Subscription
43,12,2023-10-01 00:31:00+0000,143.61,CREDIT,POS
44,12,2023-10-27 19:20:00+0000,413.12,INTEREST,POS
45,12,2024-01-19 20:13:00+0000,1752.63,CREDIT,Subscription
46,13,2024-01-14 02:42:00+0000,-36.15,DEBIT,Payroll
47,13,2023-07-07 22:22:00+0000,-407.56,FEE,Payroll
48,13,2024-01-24 04:14:00+0000,-276.57,DEBIT,ATM
49,13,2023-11-21 23:08:00+0000,-147.98,DEBIT,ATM
50,13,2023-02-25 02:39:00+0000,-1906.94,FEE,Payroll
51,13,2023-01-18 23:51:00+0000,-1771.18,FEE,POS
52,13,2023-10-28 21:22:00+0000,-220.85,FEE,POS
53,14,2023-07-02 02:18:00+0000,-1730.79,FEE,POS
54,14,2023-01-22 13:36:00+0000,-387.22,DEBIT,ATM
55,14,2023-11-01 13:25:00+0000,-281.5,DEBIT,Payroll
56,14,2023-03-29 11:47:00+0000,-859.56,DEBIT,Transfer
57,15,2023-07-27 05:27:00+0000,406.15,INTEREST,Transfer
58,15,2023-02-22 14:07:00+0000,-744.48,FEE,Payroll
59,15,2023-05-04 08:43:00+0000,1920.04,CREDIT,Subscription
60,15,2023-07-17 13:13:00+0000,-1448.09,FEE,POS
61,15,2023-01-12 10:48:00+0000,1395.26,CREDIT,ATM
62,16,2023-03-25 11:05:00+0000,1777.33,CREDIT,POS
63,17,2023-08-22 07:15:00+0000,-67.52,DEBIT,Transfer
64,18,2023-03-24 02:25:00+0000,833.52,CREDIT,Transfer
65,18,2023-05-16 11:53:00+0000,-453.81,FEE,Subscription
66,19,2023-01-17 18:41:00+0000,1557.36,INTEREST,Subscription
67,19,2024-01-24 03:34:00+0000,-1832.45,DEBIT,ATM
68,19,2023-10-19 17:31:00+0000,-64.27,DEBIT,POS
69,20,2023-07-17 22:19:00+0000,-1325.22,DEBIT,Subscription
70,20,2023-10-06 23:18:00+0000,1724.47,INTEREST,ATM
71,20,2023-03-12 10:56:00+0000,1102.59,INTEREST,POS
72,20,2023-09-02 16:04:00+0000,-86.51,FEE,Transfer
73,20,2023-10-31 05:18:00+0000,-797.16,FEE,Subscription
74,21,2023-10-31 19:12:00+0000,-1669.16,FEE,Subscription
75,21,2023-05-24 09:30:00+0000,-108.81,FEE,POS
76,22,2023-06-21 22:23:00+0000,-579.59,DEBIT,Subscription
77,22,2023-01-19 16:19:00+0000,-1014.86,DEBIT,ATM
78,22,2023-05-10 19:10:00+0000,-1324.91,FEE,POS
79,22,2023-08-10 04:15:00+0000,-1926.32,FEE,Subscription
80,22,2023-06-19 01:08:00+0000,-269.98,DEBIT,Subscription
81,22,2023-08-09 05:47:00+0000,1900.93,INTEREST,Transfer
82,22,2023-11-13 19:51:00+0000,518.94,CREDIT,Transfer
83,23,2023-11-16 15:38:00+0000,-528.52,FEE,Payroll
84,23,2023-12-05 04:39:00+0000,-1430.01,DEBIT,ATM
85,23,2023-02-15 04:32:00+0000,-1002.42,FEE,POS
86,24,2023-05-24 22:11:00+0000,344.85,CREDIT,Subscription
87,24,2023-07-27 11:44:00+0000,61.75,CREDIT,ATM
88,24,2023-07-24 00:00:00+0000,780.77,INTEREST,Transfer
89,24,2023-06-24 20:06:00+0000,1545.28,INTEREST,ATM
90,25,2023-11-29 12:16:00+0000,78.97,INTEREST,Payroll
91,25,2023-05-12 21:34:00+0000,-1921.12,DEBIT,Payroll
92,25,2023-07-12 20:12:00+0000,-140.13,DEBIT,POS
93,25,2023-07-19 16:12:00+0000,-1935.85,FEE,Subscription
94,25,2023-09-16 02:02:00+0000,1410.11,INTEREST,Subscription
95,25,2023-05-06 22:02:00+0000,-216.38,FEE,POS
96,25,2023-11-10 01:15:00+0000,494.98,CREDIT,Subscription
97,25,2023-08-04 22:05:00+0000,-532.52,FEE,Subscription
98,26,2023-11-14 12:34:00+0000,-899.85,FEE,POS
99,26,2023-11-15 01:00:00+0000,-1633.62,DEBIT,ATM
100,27,2023-11-03 15:03:00+0000,-395.23,DEBIT,Transfer
101,27,2023-03-07 11:30:00+0000,1318.48,CREDIT,Payroll
102,27,2023-05-22 02:13:00+0000,-782.3,FEE,POS
103,27,2023-05-17 16:28:00+0000,-858.25,FEE,Subscription
104,27,2023-12-19 00:57:00+0000,-944.97,FEE,Transfer
105,27,2023-10-21 17:03:00+0000,1367.53,CREDIT,POS
106,27,2024-01-08 15:07:00+0000,1131.28,CREDIT,POS
107,27,2023-03-24 20:06:00+0000,-1036.46,FEE,Transfer
108,28,2024-01-28 17:36:00+0000,-592.81,FEE,Subscription
109,28,2023-08-08 15:36:00+0000,-1774.86,FEE,ATM
110,28,2023-09-24 00:57:00+0000,208.26,CREDIT,ATM
111,28,2023-04-22 11:15:00+0000,-1845.11,DEBIT,Subscription
112,28,2023-10-04 16:39:00+0000,479.52,CREDIT,POS
113,28,2023-08-15 17:29:00+0000,-74.46,DEBIT,Transfer
114,29,2023-01-06 17:32:00+0000,295.56,INTEREST,ATM
115,29,2023-05-24 22:29:00+0000,1742.5,CREDIT,Subscription
116,29,2023-04-21 19:15:00+0000,-833.63,FEE,Transfer
117,29,2023-02-14 19:48:00+0000,-471.02,FEE,POS
118,30,2023-01-09 23:15:00+0000,1322.23,INTEREST,Transfer
119,31,2023-09-10 19:44:00+0000,-628.67,DEBIT,ATM
120,32,2023-03-09 12:22:00+0000,379.38,INTEREST,Subscription
121,32,2023-12-29 08:17:00+0000,-1022.37,DEBIT,ATM
122,33,2024-02-01 00:19:00+0000,253.77,CREDIT,ATM
123,33,2023-08-07 23:01:00+0000,-677.25,FEE,Payroll
124,33,2023-05-10 20:49:00+0000,-734.11,FEE,Transfer
125,33,2023-07-25 00:07:00+0000,-1815.5,FEE,ATM
126,33,2023-08-07 22:51:00+0000,-1183.75,FEE,ATM
127,33,2023-09-02 09:18:00+0000,-1726.0,FEE,ATM
128,33,2023-04-05 08:47:00+0000,-1066.23,FEE,Transfer
129,34,2023-03-01 19:52:00+0000,1375.44,INTEREST,Subscription
130,34,2023-08-23 14:59:00+0000,527.33,CREDIT,Payroll
131,34,2023-02-09 08:35:00+0000,-1851.64,FEE,POS
132,34,2024-01-17 17:17:00+0000,1056.12,INTEREST,Transfer
133,34,2023-07-20 04:35:00+0000,1454.86,CREDIT,Transfer
134,34,2023-01-17 01:57:00+0000,23.62,CREDIT,Subscription
135,34,2023-11-14 10:32:00+0000,764.98,CREDIT,POS
136,34,2023-01-21 17:27:00+0000,1986.82,CREDIT,Transfer
137,35,2023-06-29 19:44:00+0000,-1661.27,DEBIT,Transfer
138,36,2023-08-05 20:09:00+0000,1960.38,CREDIT,Subscription
139,36,2023-06-02 21:19:00+0000,-1597.12,DEBIT,Payroll
140,36,2023-05-28 10:10:00+0000,965.48,INTEREST,Transfer
141,36,2023-04-01 20:51:00+0000,-1702.61,FEE,Subscription
142,36,2023-12-04 16:17:00+0000,-336.29,DEBIT,POS
143,36,2023-02-12 10:42:00+0000,1071.15,INTEREST,ATM
144,36,2023-11-18 19:06:00+0000,1346.13,INTEREST,ATM
145,36,2023-03-21 17:32:00+0000,-1516.64,DEBIT,Transfer
146,37,2023-08-13 04:33:00+0000,-716.76,FEE,ATM
147,37,2024-02-02 18:26:00+0000,-155.2,DEBIT,Subscription
148,37,2023-07-01 13:01:00+0000,1735.98,INTEREST,ATM
149,37,2023-06-11 05:48:00+0000,404.81,INTEREST,POS
150,37,2023-02-15 15:08:00+0000,-115.01,FEE,Subscription
151,38,2023-07-20 15:53:00+0000,-1766.03,FEE,ATM
152,38,2023-09-24 19:53:00+0000,-931.48,DEBIT,POS
153,38,2023-11-25 17:29:00+0000,-1162.32,DEBIT,ATM
154,38,2023-11-23 03:25:00+0000,-57.79,DEBIT,POS
155,39,2024-01-29 03:13:00+0000,1511.14,CREDIT,Transfer
156,40,2023-06-11 01:53:00+0000,-842.81,FEE,Transfer
157,40,2023-12-12 18:27:00+0000,1283.08,CREDIT,Payroll
158,40,2023-09-04 21:40:00+0000,640.37,INTEREST,Subscription
159,40,2023-04-17 23:01:00+0000,-1364.13,DEBIT,POS
160,40,2023-03-15 07:17:00+0000,366.35,INTEREST,POS
161,40,2023-11-02 21:37:00+0000,690.52,CREDIT,ATM
162,41,2023-09-05 08:46:00+0000,1729.38,CREDIT,ATM
163,41,2023-10-03 02:26:00+0000,-1564.06,FEE,Payroll
164,41,2023-01-28 05:50:00+0000,731.37,CREDIT,POS
165,42,2023-12-04 20:56:00+0000,-1130.36,DEBIT,POS
166,42,2023-05-26 08:30:00+0000,-1087.26,DEBIT,Payroll
167,42,2023-09-01 15:48:00+0000,1043.23,INTEREST,POS
168,42,2023-01-26 04:57:00+0000,-321.21,DEBIT,Subscription
169,42,2023-04-15 02:16:00+0000,1824.58,CREDIT,Transfer
170,42,2023-02-22 07:53:00+0000,1024.16,CREDIT,Transfer
171,43,2023-09-27 03:16:00+0000,1681.25,CREDIT,POS
172,43,2023-08-01 15:02:00+0000,377.64,CREDIT,POS
173,43,2023-02-04 00:59:00+0000,-1607.86,DEBIT,ATM
174,43,2023-02-21 01:46:00+0000,1944.65,CREDIT,Subscription
175,43,2023-07-17 16:01:00+0000,1813.13,INTEREST,POS
176,43,2023-05-16 12:24:00+0000,1454.25,INTEREST,Subscription
177,43,2023-09-23 07:09:00+0000,-1213.15,FEE,ATM
178,43,2023-04-10 06:15:00+0000,-450.53,DEBIT,POS
179,44,2023-08-04 09:04:00+0000,-682.45,FEE,Transfer
180,45,2023-06-09 17:47:00+0000,-1684.88,DEBIT,POS
181,45,2023-06-25 01:11:00+0000,-507.36,FEE,Transfer
182,45,2023-05-11 19:21:00+0000,734.8,INTEREST,Subscription
183,45,2023-11-15 21:10:00+0000,-1832.81,FEE,ATM
184,45,2024-02-04 20:29:00+0000,1590.82,CREDIT,Subscription
185,46,2023-03-17 07:45:00+0000,-451.83,DEBIT,ATM
186,46,2023-03-04 01:15:00+0000,1319.57,CREDIT,POS
187,46,2023-08-02 13:32:00+0000,615.22,INTEREST,Transfer
188,46,2024-01-15 07:19:00+0000,-91.94,DEBIT,Transfer
189,46,2024-01-23 18:52:00+0000,-170.28,DEBIT,Transfer
190,46,2023-01-20 01:45:00+0000,-1040.67,FEE,Payroll
191,46,2023-02-15 17:44:00+0000,1992.8,INTEREST,ATM
192,47,2023-12-13 11:22:00+0000,-1928.69,DEBIT,ATM
193,47,2023-10-07 01:01:00+0000,1690.99,INTEREST,ATM
194,47,2023-02-04 20:25:00+0000,1643.12,CREDIT,Subscription
195,47,2023-10-11 10:15:00+0000,1153.68,INTEREST,ATM
196,47,2023-06-12 22:10:00+0000,-1128.64,DEBIT,POS
197,47,2023-08-04 12:41:00+0000,1692.73,CREDIT,POS
198,48,2023-10-22 08:03:00+0000,-1273.88,FEE,POS
199,48,2023-12-26 08:26:00+0000,1124.87,CREDIT,POS
200,48,2023-08-21 14:49:00+0000,65.35,CREDIT,ATM
201,48,2023-12-16 12:38:00+0000,292.68,CREDIT,POS
202,48,2024-01-07 08:25:00+0000,-1086.65,DEBIT,Subscription
203,48,2023-11-25 15:16:00+0000,484.46,CREDIT,Subscription
204,49,2023-11-17 21:14:00+0000,1212.87,CREDIT,Transfer
205,50,2023-02-03 04:49:00+0000,935.5,CREDIT,Transfer
206,50,2023-01-19 21:27:00+0000,-1180.39,FEE,Transfer
207,50,2023-08-30 10:10:00+0000,1515.78,CREDIT,Transfer
208,50,2023-06-11 23:24:00+0000,-1379.58,DEBIT,Subscription
209,50,2023-12-01 05:04:00+0000,1552.9,CREDIT,POS
210,50,2023-10-18 16:28:00+0000,1302.63,INTEREST,POS
211,50,2023-04-16 03:38:00+0000,1449.95,CREDIT,POS
212,51,2023-05-16 01:16:00+0000,65.41,CREDIT,Payroll
213,51,2023-06-17 17:58:00+0000,479.2,INTEREST,Transfer
214,51,2024-01-08 07:25:00+0000,-1809.3,DEBIT,POS
215,51,2023-12-13 08:45:00+0000,410.87,CREDIT,Transfer
216,52,2023-04-04 02:59:00+0000,-1994.74,DEBIT,Payroll
217,52,2023-09-11 16:35:00+0000,-1747.9,FEE,Payroll
218,53,2023-07-17 17:52:00+0000,1462.03,INTEREST,Payroll
219,53,2023-12-29 05:24:00+0000,-1286.22,FEE,Transfer
220,53,2024-01-18 13:44:00+0000,-266.31,FEE,Transfer
221,54,2023-11-18 06:01:00+0000,-1952.01,DEBIT,Subscription
222,54,2023-03-26 23:01:00+0000,-1961.15,DEBIT,ATM
223,54,2023-07-21 04:37:00+0000,865.47,CREDIT,Payroll
224,54,2023-11-06 10:09:00+0000,1688.04,CREDIT,Payroll
225,55,2023-10-14 19:25:00+0000,-385.68,FEE,Payroll
226,56,2023-01-08 14:04:00+0000,-1307.79,DEBIT,POS
227,56,2023-08-31 19:42:00+0000,1046.95,CREDIT,Transfer
228,57,2023-04-25 04:57:00+0000,965.37,INTEREST,ATM
229,57,2023-10-05 09:49:00+0000,-1726.19,DEBIT,Payroll
230,57,2023-06-03 21:32:00+0000,-94.93,FEE,POS
231,57,2023-10-18 16:15:00+0000,1047.39,CREDIT,Payroll
232,57,2023-09-09 10:25:00+0000,-1484.21,FEE,ATM
233,57,2023-04-20 14:23:00+0000,-1563.22,FEE,POS
234,57,2023-10-27 19:37:00+0000,-13.83,FEE,POS
235,57,2023-06-02 13:14:00+0000,1209.83,INTEREST,POS
236,58,2024-01-17 18:28:00+0000,-315.37,DEBIT,ATM
237,58,2023-10-27 22:54:00+0000,-303.81,DEBIT,Payroll
238,58,2023-04-22 03:38:00+0000,-219.46,FEE,Transfer
239,59,2023-10-30 04:55:00+0000,667.37,CREDIT,Subscription
240,59,2023-05-19 18:44:00+0000,709.38,INTEREST,Transfer
241,60,2023-01-04 09:30:00+0000,-950.45,DEBIT,ATM
242,60,2023-10-26 05:25:00+0000,777.43,CREDIT,Payroll
243,61,2023-05-25 11:52:00+0000,1285.36,INTEREST,POS
244,61,2023-08-03 20:43:00+0000,-475.42,FEE,Transfer
245,62,2023-05-29 09:38:00+0000,-613.82,DEBIT,Payroll
246,62,2023-07-08 19:43:00+0000,914.05,CREDIT,Payroll
247,62,2023-09-24 15:06:00+0000,1602.3,INTEREST,Transfer
248,62,2023-06-09 00:35:00+0000,-1643.58,DEBIT,Payroll
249,62,2023-09-19 20:27:00+0000,-181.29,DEBIT,Subscription
250,62,2024-01-30 04:09:00+0000,-1393.81,FEE,ATM
251,62,2023-10-04 12:29:00+0000,-1103.85,FEE,Payroll
252,63,2023-02-08 06:33:00+0000,-169.08,FEE,Subscription
253,63,2023-08-18 07:12:00+0000,-1714.87,FEE,Payroll
254,63,2023-07-14 22:36:00+0000,-1013.64,DEBIT,ATM
255,63,2023-06-14 15:19:00+0000,694.85,CREDIT,Subscription
256,63,2023-11-07 22:16:00+0000,816.85,INTEREST,Transfer
257,63,2023-10-02 04:08:00+0000,-898.78,DEBIT,ATM
258,63,2023-03-25 03:43:00+0000,362.61,CREDIT,Payroll
259,63,2023-10-11 17:53:00+0000,1440.21,CREDIT,POS
260,64,2023-01-07 05:59:00+0000,-291.43,FEE,Transfer
261,64,2023-02-25 17:57:00+0000,1798.23,INTEREST,Payroll
262,65,2023-03-12 12:06:00+0000,707.32,INTEREST,Transfer
263,65,2023-01-23 13:44:00+0000,-1197.79,FEE,Payroll
264,65,2023-11-05 08:33:00+0000,665.18,CREDIT,POS
265,65,2023-10-17 18:59:00+0000,453.61,INTEREST,Subscription
266,66,2023-02-13 07:50:00+0000,286.33,CREDIT,Payroll
267,66,2024-01-20 20:42:00+0000,-40.85,FEE,Payroll
268,67,2023-01-03 05:38:00+0000,415.54,CREDIT,Transfer
269,67,2023-05-06 00:13:00+0000,112.47,CREDIT,Payroll
270,67,2023-07-07 23:34:00+0000,-624.38,FEE,ATM
271,67,2023-04-23 14:56:00+0000,-1077.21,FEE,POS
272,67,2024-01-30 13:53:00+0000,-1941.55,DEBIT,ATM
273,67,2023-09-23 07:02:00+0000,-1493.42,FEE,POS
274,67,2023-06-05 14:01:00+0000,-1010.81,FEE,ATM
275,68,2023-03-17 14:13:00+0000,104.14,CREDIT,ATM
276,68,2023-02-23 06:08:00+0000,1272.04,CREDIT,Transfer
277,68,2023-03-22 21:54:00+0000,-1373.75,DEBIT,Payroll
278,68,2023-01-30 15:34:00+0000,749.33,INTEREST,POS
279,68,2023-10-24 15:42:00+0000,-1093.84,DEBIT,Subscription
280,69,2023-07-15 22:00:00+0000,-424.11,FEE,ATM
281,69,2023-08-28 01:07:00+0000,1898.19,CREDIT,Payroll
282,70,2023-01-10 08:45:00+0000,1436.81,CREDIT,Payroll
283,70,2023-10-16 08:41:00+0000,-713.18,DEBIT,Transfer
284,70,2023-06-02 06:08:00+0000,1012.95,CREDIT,ATM
285,70,2023-12-05 17:23:00+0000,920.26,CREDIT,Subscription
286,70,2023-06-03 17:59:00+0000,1892.76,CREDIT,POS
287,70,2023-10-20 18:28:00+0000,273.21,INTEREST,ATM
288,71,2024-01-22 13:08:00+0000,-1707.85,FEE,POS
289,71,2023-12-06 11:35:00+0000,362.27,CREDIT,Subscription
290,71,2023-05-22 18:54:00+0000,-161.93,FEE,POS
291,71,2023-02-07 22:56:00+0000,1626.04,INTEREST,Subscription
292,71,2023-05-23 09:00:00+0000,-1321.77,FEE,Subscription
293,72,2023-05-03 07:40:00+0000,639.04,CREDIT,Transfer
294,72,2023-05-08 18:05:00+0000,1107.47,CREDIT,POS
295,72,2023-09-01 15:16:00+0000,-1185.35,DEBIT,Payroll
296,72,2023-02-28 06:46:00+0000,1454.93,CREDIT,Transfer
297,72,2023-06-18 19:59:00+0000,1097.34,CREDIT,Transfer
298,72,2023-03-08 13:31:00+0000,-1691.82,FEE,POS
299,73,2023-05-01 15:01:00+0000,-1720.19,DEBIT,ATM
300,73,2023-10-15 23:31:00+0000,225.19,INTEREST,ATM
301,73,2023-10-08 19:19:00+0000,-1797.1,DEBIT,ATM
302,73,2023-11-05 00:46:00+0000,-1643.94,FEE,Transfer
303,74,2023-09-08 16:24:00+0000,1788.96,INTEREST,ATM
304,74,2023-05-07 00:17:00+0000,-379.66,FEE,Payroll
305,74,2023-07-02 04:38:00+0000,-1259.39,DEBIT,POS
306,74,2023-02-07 13:00:00+0000,564.49,CREDIT,Transfer
307,74,2023-05-30 01:29:00+0000,-1693.11,FEE,ATM
308,74,2023-07-09 17:46:00+0000,-859.61,DEBIT,POS
309,74,2023-02-20 23:02:00+0000,25.14,CREDIT,Payroll
310,74,2023-10-03 22:42:00+0000,1691.26,INTEREST,Payroll
311,75,2023-04-25 19:22:00+0000,-217.13,DEBIT,POS
312,75,2023-10-05 08:28:00+0000,-94.68,FEE,Payroll
313,75,2023-10-09 05:47:00+0000,380.58,INTEREST,ATM
314,75,2023-11-15 21:11:00+0000,1703.94,INTEREST,Transfer
315,75,2023-05-09 08:45:00+0000,1174.02,INTEREST,Payroll
316,75,2023-02-06 18:12:00+0000,-1889.35,FEE,Payroll
317,76,2023-08-03 16:37:00+0000,-656.96,FEE,ATM
318,76,2023-09-10 02:14:00+0000,134.26,INTEREST,POS
319,76,2023-04-14 22:41:00+0000,-1918.67,FEE,Subscription
320,76,2023-06-26 14:51:00+0000,-160.72,FEE,Payroll
321,76,2023-10-24 08:33:00+0000,33.58,INTEREST,Payroll
322,76,2023-02-26 23:09:00+0000,1368.7,INTEREST,Payroll
323,77,2023-10-09 08:40:00+0000,-1147.0,FEE,Subscription
324,77,2023-09-28 01:09:00+0000,-664.32,FEE,Subscription
325,77,2023-01-27 17:36:00+0000,346.31,INTEREST,POS
326,77,2023-05-04 11:42:00+0000,1906.64,CREDIT,ATM
327,77,2023-12-04 05:55:00+0000,663.09,INTEREST,Transfer
328,77,2023-04-29 02:01:00+0000,-1225.72,FEE,POS
329,77,2023-05-13 11:46:00+0000,-1427.46,FEE,Subscription
330,77,2023-11-14 05:59:00+0000,-787.83,DEBIT,Subscription
331,78,2023-01-08 15:41:00+0000,1595.41,INTEREST,ATM
332,78,2023-01-30 09:15:00+0000,-1163.56,FEE,Transfer
333,78,2023-11-03 03:24:00+0000,377.59,CREDIT,Subscription
334,78,2023-09-26 04:29:00+0000,1538.11,INTEREST,ATM
335,78,2023-05-30 10:39:00+0000,866.96,CREDIT,Subscription
336,78,2023-03-27 15:45:00+0000,1874.14,CREDIT,Payroll
337,79,2023-11-23 09:33:00+0000,853.7,CREDIT,POS
338,80,2023-12-06 00:24:00+0000,88.9,INTEREST,POS
339,81,2023-07-05 08:20:00+0000,-1242.59,DEBIT,Subscription
340,82,2023-09-24 08:36:00+0000,-1936.37,DEBIT,ATM
341,82,2024-01-16 07:35:00+0000,-514.73,FEE,Subscription
342,82,2023-07-17 08:47:00+0000,-1074.73,FEE,ATM
343,82,2023-06-21 17:46:00+0000,1243.35,INTEREST,POS
344,82,2023-03-05 14:38:00+0000,-1767.59,DEBIT,Transfer
345,82,2023-06-15 04:10:00+0000,-1496.33,DEBIT,ATM
346,82,2023-01-01 11:36:00+0000,-954.25,DEBIT,Transfer
347,83,2023-08-15 03:25:00+0000,668.91,INTEREST,ATM
348,83,2023-07-02 00:10:00+0000,380.75,CREDIT,Payroll
349,83,2023-08-17 05:07:00+0000,1320.11,INTEREST,ATM
350,84,2023-05-17 21:30:00+0000,-200.47,FEE,Payroll
351,84,2023-09-02 10:33:00+0000,-842.44,FEE,Payroll
352,84,2023-09-20 00:05:00+0000,731.44,CREDIT,POS
353,84,2023-03-29 07:20:00+0000,-1288.96,FEE,Transfer
354,84,2023-01-16 21:39:00+0000,1243.26,INTEREST,POS
355,85,2024-01-16 08:07:00+0000,1239.13,CREDIT,Transfer
356,85,2023-05-21 14:35:00+0000,422.49,INTEREST,POS
357,86,2023-02-06 04:51:00+0000,1448.39,INTEREST,Transfer
358,86,2023-03-27 09:39:00+0000,1355.2,INTEREST,Payroll
359,86,2023-06-04 18:05:00+0000,-482.89,FEE,POS
360,86,2024-01-18 16:41:00+0000,783.01,CREDIT,POS
361,86,2023-08-02 22:45:00+0000,340.09,CREDIT,Subscription
362,87,2023-03-09 12:23:00+0000,1003.43,CREDIT,POS
363,87,2023-07-05 21:10:00+0000,-448.48,FEE,ATM
364,87,2023-07-10 12:50:00+0000,1499.06,CREDIT,Payroll
365,87,2023-09-18 22:49:00+0000,-992.7,DEBIT,Payroll
366,87,2023-10-20 04:52:00+0000,1900.95,INTEREST,Payroll
367,87,2023-07-07 20:13:00+0000,1544.16,INTEREST,POS
368,87,2024-02-03 22:43:00+0000,-1114.3,FEE,ATM
369,87,2023-11-16 04:51:00+0000,342.86,CREDIT,Payroll
370,88,2023-05-28 05:09:00+0000,-1920.95,FEE,POS
371,88,2023-03-07 16:22:00+0000,1996.82,CREDIT,Transfer
372,88,2023-10-14 22:41:00+0000,1911.79,INTEREST,ATM
373,89,2023-05-21 05:40:00+0000,576.12,INTEREST,Payroll
374,89,2023-11-17 06:16:00+0000,1479.63,INTEREST,ATM
375,89,2023-08-04 12:19:00+0000,-1521.47,FEE,Transfer
376,89,2023-07-13 01:23:00+0000,-1335.92,FEE,ATM
377,89,2023-12-28 13:59:00+0000,-380.06,FEE,Transfer
378,89,2023-06-28 14:41:00+0000,1272.52,INTEREST,Payroll
379,89,2023-01-14 23:15:00+0000,-637.73,DEBIT,Transfer
380,90,2023-02-03 17:06:00+0000,-1359.28,DEBIT,Transfer
381,90,2023-02-08 09:39:00+0000,-1001.01,FEE,ATM
382,90,2023-07-28 10:00:00+0000,-1040.72,FEE,Transfer
383,90,2023-07-27 07:32:00+0000,921.69,INTEREST,ATM
384,90,2024-01-25 20:59:00+0000,1816.17,CREDIT,ATM
385,90,2023-08-17 00:51:00+0000,-607.27,FEE,POS
386,90,2023-09-02 06:49:00+0000,103.61,INTEREST,Subscription
387,91,2023-10-31 12:26:00+0000,52.04,CREDIT,Subscription
388,91,2024-01-16 00:00:00+0000,1457.16,INTEREST,ATM
389,91,2023-09-24 01:25:00+0000,47.92,INTEREST,Subscription
390,91,2023-02-07 06:16:00+0000,-114.42,DEBIT,ATM
391,91,2023-09-25 08:15:00+0000,674.64,INTEREST,Payroll
392,91,2023-12-21 17:01:00+0000,-832.88,FEE,Subscription
393,91,2023-03-01 14:27:00+0000,171.57,CREDIT,Payroll
394,91,2023-02-21 21:52:00+0000,612.22,INTEREST,Subscription
395,92,2023-09-20 05:24:00+0000,1934.07,CREDIT,POS
396,92,2023-05-10 19:35:00+0000,263.3,CREDIT,Transfer
397,92,2023-02-18 09:18:00+0000,864.87,INTEREST,ATM
398,92,2023-11-27 23:09:00+0000,1825.07,INTEREST,ATM
399,93,2023-09-16 06:12:00+0000,-1919.34,DEBIT,Subscription
400,93,2023-08-06 06:10:00+0000,-626.88,DEBIT,Transfer
401,93,2023-07-06 15:07:00+0000,906.94,CREDIT,POS
