SendID,SubscriberKey,EventDate
5,L151,2023-04-27 06:25:00+0000
5,L78,2023-10-12 03:47:00+0000
5,L19,2023-10-26 15:54:00+0000
5,L142,2023-03-03 23:13:00+0000
6,L128,2023-09-24 21:15:00+0000
6,L163,2023-11-25 01:26:00+0000
6,L75,2023-09-08 07:14:00+0000
6,L29,2023-05-01 19:52:00+0000
6,L42,2023-07-22 15:38:00+0000
6,L164,2023-12-03 07:44:00+0000
6,L32,2024-02-04 19:38:00+0000
6,L143,2024-01-20 15:42:00+0000
6,L154,2023-09-23 20:22:00+0000
6,L40,2023-09-29 17:17:00+0000
6,L107,2023-12-28 16:14:00+0000
6,L27,2023-03-22 06:30:00+0000
6,L148,2023-03-14 21:59:00+0000
6,L60,2023-12-19 06:32:00+0000
6,L4,2023-11-25 22:05:00+0000
6,L49,2023-06-01 05:21:00+0000
6,L124,2023-07-26 09:24:00+0000
6,L81,2023-02-09 06:44:00+0000
6,L54,2023-09-06 20:24:00+0000
6,L139,2023-11-13 12:55:00+0000
6,L50,2023-04-28 15:54:00+0000
6,L158,2023-06-01 17:49:00+0000
6,L102,2023-07-26 05:22:00+0000
6,L44,2023-12-06 05:37:00+0000
7,L165,2023-09-08 05:48:00+0000
7,L147,2023-05-23 08:02:00+0000
7,L186,2023-06-11 14:35:00+0000
7,L140,2023-10-03 14:25:00+0000
7,L27,2024-02-04 01:37:00+0000
7,L21,2023-01-24 21:36:00+0000
7,L126,2023-10-08 11:08:00+0000
7,L45,2023-03-02 13:20:00+0000
7,L122,2023-11-07 15:50:00+0000
7,L92,2023-03-03 09:18:00+0000
7,L118,2023-11-01 22:32:00+0000
7,L72,2023-12-09 14:12:00+0000
7,L171,2023-06-19 10:20:00+0000
7,L175,2023-12-15 22:38:00+0000
7,L20,2023-07-27 13:36:00+0000
7,L34,2023-12-14 10:50:00+0000
7,L148,2023-08-09 17:58:00+0000
7,L172,2023-06-28 20:23:00+0000
7,L196,2023-07-01 22:05:00+0000
7,L198,2023-06-16 23:50:00+0000
7,L33,2024-01-14 07:04:00+0000
7,L132,2023-09-02 21:43:00+0000
7,L144,2023-08-09 19:05:00+0000
7,L184,2023-05-21 10:01:00+0000
7,L4,2023-12-11 23:53:00+0000
7,L103,2023-04-18 08:38:00+0000
7,L187,2023-07-19 13:45:00+0000
7,L183,2023-12-12 08:40:00+0000
7,L162,2023-04-04 05:40:00+0000
7,L189,2023-08-13 23:28:00+0000
7,L13,2023-09-07 23:03:00+0000
7,L53,2023-04-04 21:49:00+0000
7,L188,2024-01-13 23:34:00+0000
7,L193,2023-06-30 08:05:00+0000
7,L100,2023-05-15 00:14:00+0000
7,L102,2023-03-01 19:25:00+0000
7,L42,2024-01-28 23:56:00+0000
7,L181,2023-05-06 08:00:00+0000
7,L123,2023-03-17 13:28:00+0000
7,L125,2023-03-23 10:43:00+0000
7,L57,2023-09-06 11:53:00+0000
7,L179,2023-08-28 21:07:00+0000
7,L43,2023-04-18 11:12:00+0000
7,L10,2023-12-17 19:19:00+0000
7,L177,2023-11-30 14:33:00+0000
7,L63,2023-05-31 19:45:00+0000
7,L195,2023-01-09 17:31:00+0000
7,L114,2023-05-18 19:47:00+0000
7,L167,2023-04-02 19:30:00+0000
8,L113,2023-05-07 15:07:00+0000
8,L111,2023-06-20 10:21:00+0000
8,L77,2023-10-18 23:02:00+0000
8,L80,2023-05-01 09:35:00+0000
8,L136,2023-04-13 02:26:00+0000
8,L118,2023-07-31 17:56:00+0000
8,L1,2023-03-01 17:23:00+0000
8,L183,2023-05-27 03:33:00+0000
8,L92,2023-03-02 10:16:00+0000
8,L100,2023-12-28 14:55:00+0000
8,L54,2023-12-01 12:40:00+0000
8,L150,2023-12-07 10:20:00+0000
8,L197,2023-03-28 13:37:00+0000
8,L101,2023-11-01 04:18:00+0000
8,L166,2023-09-26 06:12:00+0000
8,L187,2023-05-28 07:19:00+0000
8,L181,2023-09-14 10:46:00+0000
8,L128,2023-12-20 06:38:00+0000
8,L132,2023-11-26 20:31:00+0000
8,L162,2023-05-02 15:19:00+0000
8,L146,2023-09-17 09:09:00+0000
8,L177,2023-12-04 01:52:00+0000
8,L20,2024-01-10 01:17:00+0000
8,L108,2023-09-01 17:16:00+0000
8,L31,2023-09-28 23:21:00+0000
8,L74,2023-07-11 16:08:00+0000
8,L25,2023-10-05 22:04:00+0000
8,L160,2023-05-12 05:07:00+0000
8,L50,2023-05-07 10:07:00+0000
8,L70,2023-02-01 09:42:00+0000
8,L131,2023-10-02 14:23:00+0000
8,L55,2023-01-14 20:37:00+0000
8,L151,2024-01-30 10:07:00+0000
8,L81,2023-07-07 04:49:00+0000
8,L33,2023-12-01 22:14:00+0000
8,L122,2023-10-25 18:56:00+0000
8,L180,2023-11-18 06:44:00+0000
8,L121,2023-03-16 11:07:00+0000
8,L48,2023-12-19 13:27:00+0000
8,L186,2024-01-24 03:21:00+0000
8,L62,2024-02-01 14:43:00+0000
8,L106,2023-03-06 19:07:00+0000
9,L5,2023-09-15 21:20:00+0000
9,L138,2023-03-15 08:19:00+0000
9,L56,2023-03-23 08:58:00+0000
9,L196,2023-09-05 21:33:00+0000
9,L69,2024-01-17 17:00:00+0000
9,L174,2023-11-26 21:30:00+0000
9,L143,2023-03-10 19:25:00+0000
9,L165,2023-01-05 15:47:00+0000
9,L81,2023-12-29 18:51:00+0000
9,L137,2023-10-31 21:09:00+0000
9,L132,2023-03-13 07:06:00+0000
9,L52,2023-11-08 11:35:00+0000
9,L14,2023-04-08 00:40:00+0000
9,L17,2023-02-03 10:40:00+0000
9,L105,2023-12-23 05:05:00+0000
9,L200,2023-04-16 16:08:00+0000
9,L10,2023-11-26 10:02:00+0000
9,L168,2023-11-08 20:42:00+0000
9,L27,2023-12-13 07:37:00+0000
9,L54,2023-11-08 12:16:00+0000
9,L64,2023-05-20 17:20:00+0000
9,L146,2023-01-14 23:21:00+0000
9,L11,2023-04-15 12:39:00+0000
10,L43,2023-02-20 01:59:00+0000
10,L106,2023-05-28 08:33:00+0000
10,L130,2023-12-03 16:59:00+0000
10,L81,2023-11-23 18:43:00+0000
10,L160,2023-11-13 18:25:00+0000
10,L37,2023-07-04 22:39:00+0000
10,L199,2023-02-26 06:06:00+0000
10,L61,2023-03-27 17:31:00+0000
10,L67,2023-02-06 09:09:00+0000
10,L189,2023-03-04 00:55:00+0000
10,L136,2023-07-02 21:03:00+0000
10,L80,2023-02-19 20:03:00+0000
10,L54,2023-03-14 01:31:00+0000
10,L104,2023-03-29 21:45:00+0000
10,L73,2023-02-27 21:15:00+0000
10,L120,2023-03-19 18:09:00+0000
10,L11,2023-08-29 23:09:00+0000
10,L66,2023-09-09 06:13:00+0000
10,L191,2023-08-07 05:02:00+0000
10,L161,2023-01-22 10:00:00+0000
10,L146,2023-10-01 02:39:00+0000
10,L117,2023-08-22 07:40:00+0000
10,L39,2024-01-22 02:21:00+0000
10,L30,2023-01-26 18:09:00+0000
10,L47,2023-06-13 06:07:00+0000
10,L115,2023-07-13 02:22:00+0000
10,L102,2023-02-07 11:57:00+0000
10,L17,2023-07-02 03:05:00+0000
10,L62,2023-08-15 11:32:00+0000
10,L163,2023-09-26 00:59:00+0000
10,L5,2023-02-23 08:30:00+0000
10,L50,2023-09-13 00:19:00+0000
10,L12,2023-06-03 13:59:00+0000
10,L119,2023-05-31 21:56:00+0000
10,L31,2023-10-19 20:26:00+0000
10,L185,2023-11-27 08:20:00+0000
10,L111,2023-03-16 11:39:00+0000
10,L72,2023-06-01 13:55:00+0000
10,L159,2023-10-10 05:51:00+0000
10,L69,2024-01-30 04:13:00+0000
10,L22,2023-09-15 05:51:00+0000
10,L32,2023-07-19 15:50:00+0000
10,L124,2023-06-01 09:14:00+0000
10,L133,2023-09-21 02:24:00+0000
10,L34,2023-06-08 06:23:00+0000
10,L176,2023-11-06 12:26:00+0000
10,L172,2023-03-19 22:30:00+0000
10,L44,2023-01-08 18:40:00+0000
10,L128,2023-03-20 10:09:00+0000
10,L112,2023-10-04 00:33:00+0000
10,L49,2024-01-02 09:11:00+0000
10,L3,2023-05-09 09:50:00+0000
10,L4,2023-11-04 21:20:00+0000
10,L150,2023-11-16 07:27:00+0000
10,L79,2023-07-28 10:14:00+0000
10,L103,2024-01-31 12:19:00+0000
10,L93,2024-01-18 08:10:00+0000
10,L138,2024-01-24 09:55:00+0000
10,L7,2023-01-27 16:46:00+0000
11,L99,2024-01-23 17:11:00+0000
11,L128,2023-01-17 04:52:00+0000
11,L50,2023-05-01 14:29:00+0000
11,L62,2023-10-25 18:09:00+0000
11,L90,2023-05-27 04:29:00+0000
11,L150,2023-05-13 03:07:00+0000
11,L64,2023-04-07 15:21:00+0000
11,L141,2023-12-09 21:04:00+0000
11,L185,2023-08-10 20:35:00+0000
11,L32,2023-09-12 18:30:00+0000
11,L103,2023-12-16 22:31:00+0000
11,L79,2023-03-11 16:57:00+0000
11,L184,2023-03-31 00:38:00+0000
11,L12,2023-03-19 13:02:00+0000
11,L65,2023-07-15 07:47:00+0000
11,L143,2023-06-13 18:28:00+0000
11,L9,2023-09-29 22:13:00+0000
11,L45,2023-07-05 06:02:00+0000
11,L173,2023-06-25 22:06:00+0000
11,L91,2023-04-08 00:30:00+0000
11,L78,2023-04-03 20:51:00+0000
11,L18,2023-02-18 21:31:00+0000
11,L107,2023-12-15 04:37:00+0000
11,L14,2023-01-30 05:25:00+0000
11,L164,2023-09-24 05:04:00+0000
11,L156,2023-07-16 22:51:00+0000
11,L13,2023-01-01 11:07:00+0000
11,L157,2023-12-06 06:47:00+0000
11,L175,2023-02-04 06:52:00+0000
11,L182,2023-03-26 13:02:00+0000
11,L4,2023-10-22 04:31:00+0000
11,L93,2023-07-15 20:12:00+0000
11,L181,2023-07-10 06:44:00+0000
11,L5,2023-04-20 15:25:00+0000
11,L134,2023-01-03 00:34:00+0000
11,L41,2023-03-03 04:08:00+0000
11,L122,2023-02-03 18:57:00+0000
12,L41,2023-05-22 15:21:00+0000
12,L91,2023-01-31 00:46:00+0000
12,L196,2023-07-18 13:31:00+0000
12,L178,2023-08-09 13:53:00+0000
12,L185,2023-11-07 18:09:00+0000
12,L102,2023-12-07 23:20:00+0000
12,L119,2023-11-04 20:11:00+0000
12,L147,2023-03-21 01:50:00+0000
12,L85,2023-02-17 17:54:00+0000
12,L44,2023-10-29 20:08:00+0000
12,L107,2023-01-29 16:08:00+0000
12,L1,2023-08-06 04:53:00+0000
12,L98,2023-01-23 08:57:00+0000
12,L106,2023-03-11 22:37:00+0000
12,L136,2023-12-18 00:05:00+0000
12,L174,2023-02-08 23:36:00+0000
12,L156,2023-06-04 12:50:00+0000
12,L183,2023-08-12 14:40:00+0000
12,L74,2023-04-18 16:38:00+0000
12,L56,2023-06-22 14:02:00+0000
12,L124,2023-01-26 06:53:00+0000
12,L122,2023-12-19 08:02:00+0000
12,L131,2024-02-03 01:13:00+0000
12,L8,2023-02-25 13:02:00+0000
12,L65,2023-11-07 22:40:00+0000
12,L195,2023-01-05 22:12:00+0000
12,L121,2023-06-04 10:51:00+0000
12,L51,2023-06-01 19:16:00+0000
12,L80,2023-05-31 18:35:00+0000
12,L170,2023-07-20 21:28:00+0000
12,L93,2024-01-19 23:55:00+0000
12,L18,2023-04-10 16:01:00+0000
12,L99,2023-05-02 03:22:00+0000
12,L145,2023-02-12 18:29:00+0000
12,L162,2023-10-14 13:28:00+0000
13,L63,2023-08-23 22:38:00+0000
13,L179,2023-12-07 17:33:00+0000
13,L140,2023-01-09 01:10:00+0000
13,L33,2023-07-02 17:24:00+0000
13,L44,2023-04-01 23:42:00+0000
13,L72,2024-01-16 01:54:00+0000
13,L126,2023-08-12 22:01:00+0000
13,L18,2023-03-09 02:58:00+0000
13,L192,2023-02-10 21:31:00+0000
13,L27,2023-09-13 04:11:00+0000
13,L8,2023-06-12 23:57:00+0000
13,L167,2023-08-11 08:37:00+0000
13,L168,2023-02-07 18:22:00+0000
13,L110,2023-01-29 19:02:00+0000
13,L88,2023-10-11 09:20:00+0000
13,L169,2023-12-13 06:02:00+0000
13,L91,2023-11-11 23:23:00+0000
13,L47,2023-07-19 07:20:00+0000
13,L11,2023-04-12 18:23:00+0000
13,L59,2023-12-24 06:30:00+0000
13,L76,2023-02-28 16:54:00+0000
13,L83,2023-07-08 18:38:00+0000
13,L181,2023-02-07 06:15:00+0000
13,L84,2023-10-08 22:16:00+0000
14,L135,2023-05-06 13:37:00+0000
14,L89,2023-10-03 21:00:00+0000
14,L145,2023-09-09 20:33:00+0000
14,L127,2023-07-06 04:24:00+0000
14,L164,2023-10-30 06:15:00+0000
14,L185,2023-11-02 20:31:00+0000
14,L101,2023-04-14 22:21:00+0000
14,L195,2023-09-09 09:49:00+0000
14,L5,2023-06-01 22:21:00+0000
14,L24,2023-01-16 07:28:00+0000
14,L63,2023-10-21 23:58:00+0000
14,L155,2023-01-09 02:49:00+0000
14,L112,2023-10-08 16:44:00+0000
14,L178,2024-01-15 21:05:00+0000
14,L115,2023-12-15 05:17:00+0000
14,L28,2023-04-09 21:00:00+0000
14,L75,2024-01-11 20:45:00+0000
14,L122,2023-11-24 17:12:00+0000
14,L95,2023-01-12 18:47:00+0000
14,L171,2023-09-24 21:47:00+0000
14,L61,2023-10-13 12:42:00+0000
14,L106,2023-09-13 05:25:00+0000
15,L17,2023-11-09 03:16:00+0000
15,L58,2023-11-19 18:31:00+0000
15,L70,2023-04-15 04:17:00+0000
15,L88,2023-01-01 05:28:00+0000
15,L180,2023-04-20 13:40:00+0000
15,L140,2023-04-20 07:04:00+0000
15,L103,2023-05-20 13:13:00+0000
15,L133,2023-12-19 06:32:00+0000
15,L186,2023-04-22 23:41:00+0000
15,L199,2023-10-27 20:40:00+0000
15,L156,2024-01-29 01:30:00+0000
15,L1,2023-03-08 04:46:00+0000
15,L60,2023-06-04 18:07:00+0000
15,L196,2023-07-27 20:02:00+0000
15,L139,2023-08-25 00:06:00+0000
15,L114,2023-12-28 07:34:00+0000
15,L50,2023-10-27 22:52:00+0000
15,L75,2023-05-10 07:38:00+0000
15,L96,2023-06-30 04:02:00+0000
15,L57,2023-06-13 04:21:00+0000
15,L147,2023-06-02 05:34:00+0000
15,L181,2023-12-02 06:49:00+0000
15,L110,2023-04-26 14:55:00+0000
15,L146,2023-05-01 00:58:00+0000
15,L115,2023-01-15 11:16:00+0000
15,L166,2023-09-10 22:15:00+0000
15,L16,2023-06-02 05:31:00+0000
15,L191,2023-01-20 03:01:00+0000
15,L54,2023-06-29 12:42:00+0000
15,L24,2023-12-03 18:35:00+0000
15,L109,2024-02-05 15:07:00+0000
16,L6,2023-12-08 13:19:00+0000
16,L186,2023-10-19 10:09:00+0000
16,L54,2023-04-19 09:22:00+0000
16,L171,2023-10-29 16:01:00+0000
16,L19,2023-06-09 15:42:00+0000
16,L65,2023-05-10 11:08:00+0000
16,L118,2023-05-26 19:41:00+0000
16,L25,2023-05-29 10:31:00+0000
16,L46,2023-06-10 18:57:00+0000
16,L78,2023-09-09 00:22:00+0000
16,L196,2023-01-19 03:37:00+0000
16,L198,2023-06-04 16:14:00+0000
16,L24,2023-08-13 07:14:00+0000
16,L15,2023-12-28 21:46:00+0000
16,L14,2023-05-21 07:39:00+0000
16,L146,2023-02-03 16:04:00+0000
16,L23,2023-11-22 21:36:00+0000
16,L102,2023-11-14 12:53:00+0000
16,L142,2023-02-01 10:24:00+0000
16,L16,2023-10-09 08:43:00+0000
16,L10,2023-08-23 20:52:00+0000
16,L111,2023-02-22 05:26:00+0000
16,L188,2023-05-22 00:31:00+0000
16,L115,2024-01-03 09:42:00+0000
16,L71,2023-02-08 10:16:00+0000
16,L63,2023-08-22 13:49:00+0000
16,L93,2023-03-30 14:35:00+0000
16,L39,2023-06-26 09:15:00+0000
16,L95,2023-05-14 22:59:00+0000
16,L77,2023-02-09 15:37:00+0000
16,L199,2023-11-13 05:58:00+0000
16,L106,2023-09-30 06:36:00+0000
16,L87,2023-05-31 17:19:00+0000
16,L76,2023-09-16 12:36:00+0000
16,L192,2023-07-09 16:26:00+0000
16,L158,2023-11-03 17:02:00+0000
16,L22,2024-01-03 14:24:00+0000
16,L134,2023-11-26 19:56:00+0000
16,L69,2023-01-30 00:59:00+0000
16,L5,2023-05-05 01:44:00+0000
16,L61,2023-12-11 14:18:00+0000
16,L52,2023-12-10 17:20:00+0000
16,L123,2023-07-20 10:40:00+0000
16,L174,2023-05-06 12:25:00+0000
16,L68,2023-02-11 01:58:00+0000
16,L107,2023-10-11 19:49:00+0000
16,L30,2023-10-09 22:47:00+0000
16,L81,2023-05-14 02:52:00+0000
16,L50,2023-09-07 06:03:00+0000
16,L94,2023-08-23 04:12:00+0000
16,L85,2023-07-07 19:32:00+0000
16,L32,2023-12-07 19:46:00+0000
16,L2,2023-09-09 01:48:00+0000
16,L86,2023-09-17 09:25:00+0000
16,L105,2023-10-30 00:20:00+0000
16,L13,2023-02-28 16:07:00+0000
17,L40,2024-02-01 08:11:00+0000
17,L37,2023-03-15 23:28:00+0000
17,L8,2023-07-01 05:50:00+0000
17,L162,2023-04-04 18:35:00+0000
17,L134,2024-01-31 05:28:00+0000
17,L51,2023-01-26 19:19:00+0000
17,L136,2023-01-20 07:55:00+0000
17,L156,2023-11-26 23:52:00+0000
17,L142,2023-08-16 18:52:00+0000
17,L200,2023-06-11 23:33:00+0000
17,L53,2023-05-27 15:09:00+0000
17,L126,2023-05-26 04:52:00+0000
17,L125,2023-10-17 05:03:00+0000
17,L184,2023-02-18 05:42:00+0000
17,L77,2023-08-24 20:08:00+0000
17,L25,2023-06-28 19:55:00+0000
17,L118,2023-05-25 18:54:00+0000
17,L3,2023-09-26 10:38:00+0000
17,L113,2023-06-20 06:27:00+0000
17,L43,2023-05-13 06:53:00+0000
17,L69,2024-01-24 10:07:00+0000
17,L73,2023-09-26 11:38:00+0000
17,L67,2023-12-07 23:10:00+0000
17,L130,2023-08-28 22:13:00+0000
17,L158,2023-12-04 06:30:00+0000
17,L154,2023-11-23 17:16:00+0000
17,L157,2023-08-31 06:23:00+0000
17,L110,2023-10-05 18:16:00+0000
17,L179,2024-02-03 10:36:00+0000
17,L121,2023-03-24 08:43:00+0000
17,L198,2023-10-20 19:36:00+0000
17,L44,2023-01-24 21:27:00+0000
17,L80,2023-12-22 23:58:00+0000
17,L166,2023-01-04 12:30:00+0000
17,L28,2023-09-21 17:09:00+0000
17,L81,2023-08-18 13:17:00+0000
17,L70,2023-04-21 05:47:00+0000
17,L148,2023-07-29 22:43:00+0000
17,L60,2023-06-11 18:10:00+0000
17,L115,2023-05-12 23:12:00+0000
17,L26,2023-07-23 02:20:00+0000
17,L169,2023-02-28 22:35:00+0000
17,L112,2023-09-03 13:26:00+0000
17,L181,2024-01-18 02:06:00+0000
17,L122,2023-05-12 08:56:00+0000
17,L12,2024-01-03 14:45:00+0000
17,L132,2023-07-22 02:00:00+0000
17,L85,2023-04-15 22:54:00+0000
17,L145,2023-06-15 20:36:00+0000
17,L64,2023-01-18 14:00:00+0000
17,L33,2023-09-28 03:13:00+0000
17,L49,2023-05-30 22:30:00+0000
17,L95,2023-08-14 18:42:00+0000
17,L19,2023-04-28 06:56:00+0000
17,L101,2023-03-12 07:20:00+0000
18,L158,2023-04-05 17:04:00+0000
18,L83,2023-06-09 07:48:00+0000
18,L24,2023-07-01 20:19:00+0000
18,L109,2023-12-03 23:02:00+0000
18,L153,2023-06-01 00:00:00+0000
18,L68,2023-05-23 08:35:00+0000
18,L42,2023-02-06 03:22:00+0000
18,L177,2023-02-18 18:50:00+0000
18,L89,2023-03-17 00:26:00+0000
18,L12,2023-12-12 17:26:00+0000
18,L31,2023-02-28 02:35:00+0000
