SendID,SubscriberKey,EventDate,IsUnique
3,L3431,2023-07-03 20:08:00+0000,1
3,L3324,2023-11-17 16:03:00+0000,1
3,L3286,2023-07-07 21:49:00+0000,1
3,L3664,2023-11-07 17:21:00+0000,1
3,L2563,2023-05-09 17:12:00+0000,1
3,L1613,2023-12-22 11:18:00+0000,1
3,L102,2023-03-24 23:01:00+0000,1
3,L3800,2023-08-14 23:03:00+0000,1
3,L970,2023-04-13 09:58:00+0000,1
3,L2373,2023-07-28 18:20:00+0000,1
3,L1499,2023-01-30 18:53:00+0000,1
3,L1096,2023-05-08 02:10:00+0000,1
3,L924,2023-08-11 15:19:00+0000,1
3,L2472,2023-08-03 11:13:00+0000,1
3,L1006,2023-12-06 13:15:00+0000,1
3,L4000,2023-02-12 09:05:00+0000,1
3,L912,2023-03-03 12:58:00+0000,1
3,L1042,2023-11-25 12:23:00+0000,1
3,L3965,2023-09-17 05:15:00+0000,1
3,L3892,2023-06-22 05:39:00+0000,1
3,L1714,2023-05-23 23:17:00+0000,1
3,L1428,2023-10-21 14:15:00+0000,1
3,L1233,2023-09-06 15:16:00+0000,1
3,L3308,2023-02-20 18:01:00+0000,1
4,L1788,2023-11-17 06:33:00+0000,1
4,L2851,2023-05-23 05:29:00+0000,1
4,L2400,2023-08-10 13:08:00+0000,1
4,L340,2023-09-09 06:43:00+0000,1
4,L3948,2023-05-16 09:45:00+0000,1
4,L2031,2024-01-03 13:57:00+0000,1
4,L1325,2023-01-09 08:21:00+0000,1
4,L589,2023-03-15 22:44:00+0000,1
4,L235,2023-01-11 16:09:00+0000,1
4,L1451,2023-05-27 05:24:00+0000,1
4,L3540,2023-08-23 10:16:00+0000,1
4,L2530,2024-01-05 13:28:00+0000,1
4,L1310,2023-08-19 03:39:00+0000,1
4,L426,2023-04-01 22:42:00+0000,1
4,L1676,2023-11-26 19:27:00+0000,1
4,L3742,2023-01-28 06:43:00+0000,1
4,L1481,2023-11-27 02:31:00+0000,1
4,L1117,2023-12-12 13:40:00+0000,1
4,L2402,2024-01-24 08:42:00+0000,1
4,L797,2023-04-01 20:37:00+0000,1
4,L1232,2024-01-01 17:18:00+0000,1
4,L753,2023-10-20 20:36:00+0000,1
4,L469,2023-10-25 02:34:00+0000,1
4,L1851,2023-09-19 12:17:00+0000,1
5,L3398,2023-07-09 19:28:00+0000,1
5,L1340,2023-05-11 09:24:00+0000,1
5,L3652,2023-06-21 15:51:00+0000,1
5,L150,2023-12-13 21:40:00+0000,1
5,L2928,2023-12-03 09:54:00+0000,1
5,L2598,2024-02-02 23:41:00+0000,1
5,L2527,2023-01-22 04:19:00+0000,1
5,L3771,2023-04-01 12:46:00+0000,1
5,L3912,2024-01-14 14:08:00+0000,1
5,L803,2023-05-31 19:24:00+0000,1
5,L1890,2023-10-22 01:48:00+0000,1
5,L3773,2023-05-14 20:54:00+0000,1
5,L999,2023-10-25 13:51:00+0000,1
5,L3765,2023-07-31 23:24:00+0000,1
5,L3665,2023-06-19 10:24:00+0000,1
5,L113,2024-01-29 20:02:00+0000,1
5,L1017,2023-12-20 22:56:00+0000,1
5,L1987,2023-02-18 11:21:00+0000,1
5,L2489,2024-02-01 00:57:00+0000,1
5,L3401,2023-06-07 21:11:00+0000,1
5,L2328,2023-01-07 02:58:00+0000,1
5,L1642,2023-10-20 21:40:00+0000,1
5,L1207,2023-01-03 16:32:00+0000,1
5,L3770,2023-07-02 10:10:00+0000,1
5,L2213,2023-04-04 10:25:00+0000,1
5,L715,2024-01-04 01:56:00+0000,1
5,L3582,2023-05-21 22:30:00+0000,1
5,L963,2024-01-11 15:16:00+0000,1
5,L1047,2023-12-02 02:13:00+0000,1
6,L2158,2024-01-21 02:58:00+0000,1
6,L2017,2023-06-26 10:24:00+0000,1
6,L1356,2023-01-07 09:39:00+0000,1
6,L572,2023-11-07 19:02:00+0000,1
6,L177,2023-02-13 14:17:00+0000,1
6,L515,2023-03-22 06:07:00+0000,1
6,L1260,2023-03-24 10:50:00+0000,1
6,L3435,2023-05-24 22:44:00+0000,1
6,L2604,2023-03-01 14:06:00+0000,1
6,L1476,2023-03-15 05:35:00+0000,1
6,L2902,2023-01-31 08:16:00+0000,1
6,L3130,2023-06-08 05:29:00+0000,1
6,L3490,2023-12-19 02:01:00+0000,1
6,L3491,2023-02-04 18:08:00+0000,1
6,L1813,2023-01-11 15:15:00+0000,1
6,L284,2023-03-09 04:30:00+0000,1
6,L3957,2023-09-23 13:53:00+0000,1
6,L3025,2023-11-11 11:50:00+0000,1
6,L2114,2023-06-30 16:28:00+0000,1
6,L3436,2023-05-07 02:20:00+0000,1
6,L1800,2023-12-21 18:00:00+0000,1
6,L2684,2023-10-14 18:51:00+0000,1
6,L1935,2023-07-09 06:26:00+0000,1
6,L1481,2024-01-19 16:23:00+0000,1
6,L3407,2023-06-16 00:28:00+0000,1
7,L2456,2023-03-07 09:22:00+0000,1
7,L3560,2023-12-08 07:43:00+0000,1
7,L2448,2023-01-08 01:11:00+0000,1
7,L1663,2023-06-28 21:40:00+0000,1
7,L1156,2023-09-21 21:26:00+0000,1
7,L523,2023-01-06 22:28:00+0000,1
7,L2447,2023-02-16 22:16:00+0000,1
7,L1642,2024-01-03 10:00:00+0000,1
7,L2470,2023-05-31 06:23:00+0000,1
7,L2782,2023-03-18 01:55:00+0000,1
7,L2331,2023-07-24 03:02:00+0000,1
7,L3015,2023-05-28 06:12:00+0000,1
7,L1596,2023-04-14 07:46:00+0000,1
7,L811,2023-10-26 13:59:00+0000,1
8,L3297,2023-03-18 20:21:00+0000,1
8,L3209,2023-07-13 18:32:00+0000,1
8,L3086,2023-01-03 18:22:00+0000,1
8,L1545,2023-11-14 14:56:00+0000,1
8,L3601,2023-11-26 22:23:00+0000,1
8,L3593,2023-05-11 21:21:00+0000,1
8,L2883,2024-01-16 14:39:00+0000,1
8,L63,2023-11-24 11:17:00+0000,1
8,L3740,2023-03-14 00:02:00+0000,1
8,L1381,2023-09-29 09:36:00+0000,1
8,L35,2023-11-24 00:18:00+0000,1
9,L3161,2023-09-23 10:55:00+0000,1
9,L2096,2023-12-18 21:37:00+0000,1
9,L1509,2023-03-19 00:48:00+0000,1
9,L1198,2023-04-24 19:32:00+0000,1
9,L612,2023-12-26 15:25:00+0000,1
9,L783,2023-12-13 07:11:00+0000,1
9,L3949,2023-06-28 01:38:00+0000,1
9,L1524,2023-03-23 05:14:00+0000,1
9,L3899,2023-10-29 11:07:00+0000,1
9,L2644,2023-03-27 22:33:00+0000,1
9,L2005,2023-04-06 17:01:00+0000,1
9,L3020,2023-01-03 13:51:00+0000,1
9,L642,2023-06-13 11:27:00+0000,1
9,L3764,2023-01-24 23:43:00+0000,1
9,L448,2023-05-14 00:42:00+0000,1
9,L2598,2023-11-23 21:14:00+0000,1
9,L3215,2023-02-04 22:12:00+0000,1
9,L2708,2024-02-05 15:01:00+0000,1
9,L600,2023-07-14 14:50:00+0000,1
9,L3862,2023-04-21 15:35:00+0000,1
9,L3538,2023-12-16 21:13:00+0000,1
9,L3032,2023-11-20 13:17:00+0000,1
9,L3705,2023-12-27 04:51:00+0000,1
9,L1410,2023-12-31 05:34:00+0000,1
9,L538,2023-02-21 02:16:00+0000,1
9,L490,2023-07-16 13:18:00+0000,1
9,L3763,2023-05-13 04:25:00+0000,1
9,L2073,2023-08-03 11:30:00+0000,1
9,L3038,2023-04-07 02:18:00+0000,1
9,L3889,2023-04-18 06:08:00+0000,1
9,L3875,2023-08-02 01:07:00+0000,1
9,L1343,2023-05-25 00:23:00+0000,1
9,L2956,2023-06-27 17:54:00+0000,1
9,L2836,2023-07-13 08:32:00+0000,1
9,L811,2023-12-30 18:13:00+0000,1
9,L3930,2024-01-19 09:55:00+0000,1
9,L996,2023-10-29 23:00:00+0000,1
9,L1963,2023-07-29 20:56:00+0000,1
9,L1301,2023-03-29 19:12:00+0000,1
9,L1831,2023-01-27 05:07:00+0000,1
9,L3183,2023-10-15 01:53:00+0000,1
9,L2527,2023-05-25 06:59:00+0000,1
9,L3017,2023-08-20 19:51:00+0000,1
9,L1907,2023-04-13 20:33:00+0000,1
10,L3697,2023-06-13 06:42:00+0000,1
10,L408,2023-09-19 22:58:00+0000,1
10,L1471,2023-08-23 14:16:00+0000,1
10,L2125,2023-11-03 21:24:00+0000,1
10,L2099,2023-02-04 18:13:00+0000,1
10,L98,2023-04-04 22:44:00+0000,1
10,L3399,2024-01-02 15:52:00+0000,1
10,L982,2023-01-14 13:00:00+0000,1
10,L3973,2023-05-28 03:01:00+0000,1
10,L282,2023-01-31 08:38:00+0000,1
10,L61,2023-11-20 06:32:00+0000,1
10,L2796,2023-10-15 21:40:00+0000,1
10,L3403,2023-05-29 20:28:00+0000,1
10,L2439,2023-01-02 07:50:00+0000,1
10,L2919,2024-01-22 23:22:00+0000,1
10,L3647,2023-12-08 12:14:00+0000,1
11,L2525,2023-08-17 19:02:00+0000,1
11,L249,2023-08-09 06:15:00+0000,1
11,L3558,2023-08-06 22:53:00+0000,1
11,L383,2024-01-29 01:55:00+0000,1
11,L933,2023-07-19 13:33:00+0000,1
11,L1601,2023-11-06 21:41:00+0000,1
11,L3979,2023-02-22 09:13:00+0000,1
11,L2480,2023-03-20 14:55:00+0000,1
11,L2168,2023-07-30 16:20:00+0000,1
11,L3814,2023-05-15 00:20:00+0000,1
11,L2021,2024-02-05 03:49:00+0000,1
11,L1256,2023-01-29 13:22:00+0000,1
11,L1553,2024-02-03 21:11:00+0000,1
11,L3794,2024-01-26 19:22:00+0000,1
11,L1220,2024-01-20 19:14:00+0000,1
11,L1720,2023-05-11 18:28:00+0000,1
11,L3630,2023-01-11 09:11:00+0000,1
11,L3365,2023-04-21 08:37:00+0000,1
11,L3920,2023-06-28 03:58:00+0000,1
11,L3582,2023-08-20 08:05:00+0000,1
11,L2904,2023-01-13 04:17:00+0000,1
11,L1397,2023-07-10 15:25:00+0000,1
11,L2318,2023-11-09 09:12:00+0000,1
11,L3474,2023-03-07 12:33:00+0000,1
11,L1950,2023-02-19 16:05:00+0000,1
11,L665,2024-01-06 11:54:00+0000,1
11,L3641,2023-07-11 16:45:00+0000,1
11,L729,2023-03-22 01:29:00+0000,1
12,L1239,2023-12-22 04:34:00+0000,1
12,L3437,2023-01-10 05:55:00+0000,1
12,L75,2023-05-15 20:44:00+0000,1
12,L2488,2023-06-24 10:38:00+0000,1
12,L2031,2023-09-05 05:13:00+0000,1
12,L2589,2023-08-09 21:20:00+0000,1
12,L1043,2023-01-20 01:15:00+0000,1
12,L352,2023-10-17 08:58:00+0000,1
12,L1447,2023-03-26 20:37:00+0000,1
12,L313,2023-04-01 02:55:00+0000,1
12,L3033,2023-06-01 23:36:00+0000,1
12,L1413,2023-10-16 13:23:00+0000,1
12,L2405,2023-12-31 21:04:00+0000,1
12,L3694,2023-07-12 19:50:00+0000,1
12,L1841,2023-05-09 19:38:00+0000,1
12,L456,2023-05-09 01:42:00+0000,1
12,L2922,2023-09-30 04:50:00+0000,1
12,L765,2023-12-28 20:21:00+0000,1
12,L1381,2023-04-18 09:49:00+0000,1
12,L850,2024-01-01 01:24:00+0000,1
12,L1501,2023-01-01 12:57:00+0000,1
12,L3010,2023-10-13 19:42:00+0000,1
12,L1380,2023-03-14 04:04:00+0000,1
12,L479,2023-08-03 09:02:00+0000,1
12,L108,2023-08-18 03:59:00+0000,1
12,L181,2023-06-28 01:15:00+0000,1
12,L1516,2023-06-09 02:02:00+0000,1
12,L3914,2023-05-22 15:22:00+0000,1
12,L28,2023-10-10 12:43:00+0000,1
13,L2017,2023-11-07 03:24:00+0000,1
13,L456,2023-10-31 06:28:00+0000,1
13,L769,2023-07-28 15:32:00+0000,1
13,L2419,2023-04-07 06:18:00+0000,1
13,L747,2023-04-10 01:33:00+0000,1
13,L3799,2023-12-04 03:14:00+0000,1
13,L1725,2023-08-23 03:41:00+0000,1
13,L3834,2023-03-04 23:53:00+0000,1
13,L1771,2023-01-08 00:08:00+0000,1
13,L2507,2023-11-17 02:12:00+0000,1
13,L1149,2023-08-17 11:53:00+0000,1
13,L1651,2023-12-19 08:22:00+0000,1
13,L3790,2023-03-31 15:31:00+0000,1
13,L2436,2023-08-22 20:16:00+0000,1
13,L1214,2023-05-26 00:17:00+0000,1
13,L2071,2024-01-28 02:08:00+0000,1
13,L3690,2023-05-12 13:08:00+0000,1
13,L3094,2023-05-15 21:30:00+0000,1
13,L379,2023-05-31 09:01:00+0000,1
13,L639,2023-12-17 06:24:00+0000,1
13,L1583,2023-09-24 09:55:00+0000,1
13,L312,2023-02-02 14:27:00+0000,1
13,L3424,2023-06-29 20:30:00+0000,1
13,L1067,2023-08-30 18:49:00+0000,1
13,L1826,2023-02-12 04:35:00+0000,1
13,L2156,2023-06-30 19:45:00+0000,1
13,L3202,2023-10-01 07:54:00+0000,1
14,L651,2024-01-22 04:20:00+0000,1
14,L1352,2023-07-13 10:37:00+0000,1
14,L448,2023-09-02 02:30:00+0000,1
14,L2427,2023-05-12 22:47:00+0000,1
14,L493,2023-04-20 12:12:00+0000,1
14,L3523,2023-12-05 08:34:00+0000,1
14,L7,2023-04-14 04:47:00+0000,1
14,L1219,2023-05-15 08:43:00+0000,1
14,L3571,2024-01-17 22:02:00+0000,1
14,L3031,2023-11-25 05:51:00+0000,1
14,L256,2023-04-09 00:54:00+0000,1
14,L1369,2023-02-05 07:56:00+0000,1
14,L1697,2023-12-09 02:31:00+0000,1
14,L332,2023-09-14 13:08:00+0000,1
14,L1063,2023-06-10 04:35:00+0000,1
14,L768,2023-12-20 17:36:00+0000,1
15,L1632,2023-12-05 04:32:00+0000,1
15,L3876,2023-08-12 13:23:00+0000,1
15,L2653,2023-03-23 10:45:00+0000,1
15,L1380,2023-12-29 20:48:00+0000,1
15,L3400,2023-05-09 05:51:00+0000,1
15,L3526,2023-02-23 06:23:00+0000,1
15,L1631,2023-02-08 14:13:00+0000,1
15,L417,2023-03-21 08:34:00+0000,1
15,L3269,2023-06-12 06:20:00+0000,1
15,L2859,2023-04-11 17:54:00+0000,1
16,L3899,2023-01-08 04:05:00+0000,1
16,L570,2023-12-27 13:20:00+0000,1
16,L1955,2023-06-22 12:01:00+0000,1
16,L1906,2023-09-17 13:17:00+0000,1
16,L2142,2023-12-31 15:14:00+0000,1
16,L1516,2023-05-16 00:05:00+0000,1
16,L1758,2023-11-07 20:09:00+0000,1
16,L3841,2023-06-17 21:03:00+0000,1
16,L3547,2023-05-08 15:02:00+0000,1
16,L3786,2024-01-24 20:24:00+0000,1
16,L1665,2023-04-19 04:10:00+0000,1
16,L2745,2023-12-18 08:03:00+0000,1
16,L3178,2023-09-18 22:41:00+0000,1
16,L792,2023-04-04 17:43:00+0000,1
16,L967,2023-10-17 21:45:00+0000,1
17,L1991,2023-05-22 06:03:00+0000,1
17,L2402,2023-09-14 00:25:00+0000,1
17,L3832,2024-01-16 02:55:00+0000,1
17,L77,2023-07-12 14:07:00+0000,1
17,L364,2024-01-26 20:00:00+0000,1
17,L2134,2023-01-13 14:51:00+0000,1
17,L3029,2023-10-28 13:29:00+0000,1
17,L802,2024-01-03 11:55:00+0000,1
17,L3299,2023-03-13 15:56:00+0000,1
17,L3543,2023-07-22 09:59:00+0000,1
17,L1421,2024-01-24 06:50:00+0000,1
17,L702,2023-04-17 12:21:00+0000,1
17,L936,2023-04-16 19:42:00+0000,1
17,L3111,2023-03-05 19:16:00+0000,1
17,L234,2023-08-15 19:12:00+0000,1
17,L2387,2023-06-23 15:52:00+0000,1
17,L3405,2023-05-22 18:29:00+0000,1
17,L1466,2023-08-01 07:20:00+0000,1
17,L2879,2023-08-24 15:05:00+0000,1
17,L275,2024-01-30 18:04:00+0000,1
17,L2313,2023-02-26 08:38:00+0000,1
17,L2483,2023-04-10 15:43:00+0000,1
17,L3219,2023-11-13 13:25:00+0000,1
17,L1057,2023-09-15 19:34:00+0000,1
17,L717,2023-06-14 15:44:00+0000,1
17,L1680,2023-03-27 17:07:00+0000,1
17,L1647,2023-02-19 13:11:00+0000,1
18,L114,2023-02-09 12:30:00+0000,1
18,L2454,2024-01-29 15:56:00+0000,1
18,L2461,2023-03-27 10:33:00+0000,1
18,L1129,2023-03-12 12:59:00+0000,1
18,L1788,2023-12-22 10:18:00+0000,1
18,L127,2023-06-07 18:10:00+0000,1
18,L2695,2023-06-21 01:30:00+0000,1
18,L1428,2023-02-23 13:27:00+0000,1
18,L1228,2023-08-13 00:18:00+0000,1
18,L594,2023-03-15 18:44:00+0000,1
18,L3083,2023-12-27 21:19:00+0000,1
18,L2518,2023-02-18 09:03:00+0000,1
18,L1318,2023-10-24 00:55:00+0000,1
18,L3876,2023-09-27 02:30:00+0000,1
18,L3763,2023-07-22 03:52:00+0000,1
18,L383,2023-05-30 08:05:00+0000,1
18,L2874,2023-08-14 02:50:00+0000,1
18,L267,2023-07-30 16:19:00+0000,1
18,L1102,2024-01-06 08:48:00+0000,1
18,L2750,2023-09-09 10:02:00+0000,1
19,L2688,2023-03-01 21:58:00+0000,1
19,L1288,2023-10-17 21:09:00+0000,1
19,L566,2023-03-28 16:05:00+0000,1
19,L3697,2023-05-14 07:06:00+0000,1
19,L654,2023-12-15 12:01:00+0000,1
19,L2585,2023-12-15 01:31:00+0000,1
19,L3871,2023-05-13 18:55:00+0000,1
19,L984,2023-04-08 03:59:00+0000,1
19,L2154,2024-01-21 23:35:00+0000,1
19,L2917,2024-01-16 22:15:00+0000,1
19,L3799,2024-01-31 01:50:00+0000,1
19,L1868,2023-12-24 08:44:00+0000,1
19,L1848,2024-01-14 19:17:00+0000,1
19,L2821,2023-07-16 07:37:00+0000,1
19,L2525,2023-12-05 08:55:00+0000,1
19,L665,2023-10-04 17:18:00+0000,1
19,L1448,2023-10-05 12:34:00+0000,1
19,L808,2023-03-31 09:35:00+0000,1
19,L1013,2023-12-05 16:01:00+0000,1
19,L1037,2023-04-07 10:02:00+0000,1
19,L916,2023-06-27 07:53:00+0000,1
19,L2963,2023-01-19 22:09:00+0000,1
19,L3336,2023-06-08 23:37:00+0000,1
19,L425,2023-04-25 08:02:00+0000,1
19,L265,2023-10-29 00:57:00+0000,1
19,L1060,2023-01-09 15:01:00+0000,1
19,L858,2023-09-19 18:31:00+0000,1
19,L3240,2024-02-04 08:31:00+0000,1
20,L3587,2023-02-24 16:15:00+0000,1
20,L2239,2023-12-12 15:40:00+0000,1
20,L405,2023-03-02 00:17:00+0000,1
20,L2024,2023-12-16 23:27:00+0000,1
20,L544,2023-08-16 20:15:00+0000,1
20,L2444,2023-03-14 17:37:00+0000,1
20,L412,2023-04-07 01:33:00+0000,1
20,L1533,2023-12-15 09:43:00+0000,1
20,L3999,2023-06-17 09:18:00+0000,1
20,L1901,2023-01-29 18:55:00+0000,1
20,L3956,2023-08-11 16:15:00+0000,1
20,L2765,2023-04-15 13:50:00+0000,1
21,L3083,2023-08-09 22:03:00+0000,1
21,L158,2023-05-15 10:01:00+0000,1
21,L977,2023-12-05 00:13:00+0000,1
21,L3128,2023-12-30 07:12:00+0000,1
21,L2384,2023-12-07 16:40:00+0000,1
21,L2834,2023-05-07 12:27:00+0000,1
21,L2130,2023-09-29 04:16:00+0000,1
21,L3434,2023-05-21 07:55:00+0000,1
21,L266,2023-09-05 03:54:00+0000,1
21,L2795,2023-03-05 05:54:00+0000,1
21,L1797,2023-10-18 19:51:00+0000,1
21,L2378,2024-01-23 17:32:00+0000,1
21,L2445,2023-04-14 01:25:00+0000,1
21,L1453,2023-08-01 17:39:00+0000,1
21,L1517,2023-01-29 02:46:00+0000,1
21,L3224,2023-11-12 17:10:00+0000,1
21,L1552,2023-11-15 13:49:00+0000,1
21,L1047,2023-05-27 16:47:00+0000,1
21,L1859,2023-10-24 15:25:00+0000,1
21,L2052,2023-04-09 18:58:00+0000,1
21,L1778,2023-10-07 01:20:00+0000,1
21,L1324,2023-08-06 03:12:00+0000,1
21,L485,2023-08-18 08:14:00+0000,1
21,L73,2023-04-17 05:09:00+0000,1
21,L695,2023-04-05 18:28:00+0000,1
21,L1635,2023-10-20 00:02:00+0000,1
21,L3835,2023-02-13 08:59:00+0000,1
21,L3625,2023-10-11 17:11:00+0000,1
21,L3978,2024-01-04 14:36:00+0000,1
21,L665,2023-12-15 11:17:00+0000,1
22,L521,2023-10-08 12:17:00+0000,1
22,L1991,2023-12-02 02:41:00+0000,1
22,L2315,2023-07-19 16:47:00+0000,1
22,L3508,2023-11-01 15:19:00+0000,1
22,L1950,2023-09-02 19:28:00+0000,1
22,L1098,2023-07-06 13:43:00+0000,1
22,L3676,2023-04-20 09:33:00+0000,1
22,L2213,2023-03-12 16:42:00+0000,1
22,L1877,2023-01-25 09:56:00+0000,1
22,L440,2023-01-26 11:26:00+0000,1
22,L1776,2023-01-09 08:09:00+0000,1
22,L1575,2023-12-15 03:57:00+0000,1
22,L1117,2023-05-20 23:46:00+0000,1
22,L924,2023-11-26 02:31:00+0000,1
22,L1254,2023-06-12 16:14:00+0000,1
22,L2413,2023-11-24 06:16:00+0000,1
22,L1157,2023-12-31 17:15:00+0000,1
22,L848,2023-05-05 02:45:00+0000,1
22,L3235,2023-11-07 01:22:00+0000,1
22,L1482,2023-12-20 21:46:00+0000,1
22,L2054,2023-06-12 07:48:00+0000,1
22,L3808,2023-12-08 10:55:00+0000,1
22,L1212,2023-10-19 12:28:00+0000,1
22,L2786,2023-08-01 20:04:00+0000,1
22,L3022,2023-10-03 04:51:00+0000,1
23,L736,2023-01-12 01:01:00+0000,1
23,L401,2023-08-31 11:46:00+0000,1
23,L2982,2023-10-30 21:10:00+0000,1
23,L795,2023-03-01 02:30:00+0000,1
23,L3964,2023-03-03 14:32:00+0000,1
23,L1013,2023-03-09 00:04:00+0000,1
23,L335,2023-01-07 19:11:00+0000,1
23,L1690,2023-01-19 06:35:00+0000,1
23,L165,2023-07-25 13:57:00+0000,1
23,L2679,2023-04-01 08:32:00+0000,1
23,L2489,2023-02-13 09:38:00+0000,1
23,L2455,2023-03-06 08:12:00+0000,1
23,L843,2023-05-24 08:17:00+0000,1
23,L3622,2023-07-06 03:12:00+0000,1
23,L3937,2024-01-12 08:53:00+0000,1
23,L3439,2023-01-15 02:06:00+0000,1
23,L192,2023-10-11 05:44:00+0000,1
23,L2869,2023-01-01 15:32:00+0000,1
23,L3288,2023-03-10 07:17:00+0000,1
23,L1897,2023-12-18 23:03:00+0000,1
23,L313,2023-02-15 07:56:00+0000,1
23,L1596,2023-12-16 06:57:00+0000,1
23,L3531,2023-12-06 22:53:00+0000,1
23,L330,2023-03-24 11:16:00+0000,1
23,L1319,2023-01-20 11:12:00+0000,1
23,L1917,2023-08-19 00:08:00+0000,1
23,L3251,2023-01-06 06:52:00+0000,1
23,L3156,2024-01-19 06:08:00+0000,1
23,L3961,2023-03-25 04:53:00+0000,1
23,L3331,2023-08-11 21:39:00+0000,1
23,L2085,2023-01-07 07:20:00+0000,1
23,L1965,2024-01-16 02:06:00+0000,1
23,L3972,2023-07-22 06:51:00+0000,1
24,L238,2024-01-18 08:01:00+0000,1
24,L2921,2023-05-28 17:31:00+0000,1
24,L1018,2023-06-20 07:23:00+0000,1
24,L3523,2023-08-07 09:41:00+0000,1
24,L1046,2023-05-24 20:25:00+0000,1
24,L1069,2023-04-03 15:35:00+0000,1
24,L3880,2023-10-26 17:11:00+0000,1
24,L698,2024-01-18 10:48:00+0000,1
24,L1443,2023-09-08 16:08:00+0000,1
24,L1197,2023-01-26 02:00:00+0000,1
24,L1683,2023-04-19 07:53:00+0000,1
24,L2605,2023-03-08 20:00:00+0000,1
24,L2071,2023-08-05 17:11:00+0000,1
24,L131,2024-01-23 02:00:00+0000,1
24,L1569,2023-01-03 05:09:00+0000,1
24,L2304,2023-12-23 17:44:00+0000,1
24,L3923,2023-03-18 23:00:00+0000,1
24,L3906,2024-01-12 20:18:00+0000,1
24,L2773,2023-12-03 23:34:00+0000,1
24,L2225,2023-03-10 07:09:00+0000,1
24,L2238,2023-12-04 05:50:00+0000,1
24,L3072,2023-10-13 11:14:00+0000,1
24,L4000,2023-07-06 16:51:00+0000,1
24,L1612,2023-10-22 03:54:00+0000,1
24,L790,2023-08-24 18:20:00+0000,1
24,L3605,2023-11-14 19:22:00+0000,1
24,L2677,2023-08-05 15:43:00+0000,1
24,L2971,2023-09-14 05:35:00+0000,1
24,L2878,2023-02-01 10:43:00+0000,1
24,L1421,2023-03-27 16:10:00+0000,1
24,L2148,2023-08-03 12:55:00+0000,1
