id,order_id,product_id,quantity,unit_price
127,43,382,1,26.77
128,43,266,4,456.78
129,43,434,4,394.72
130,43,340,1,442.09
131,44,109,1,68.43
132,44,232,1,469.48
133,44,76,2,256.71
134,44,588,2,159.2
135,44,346,2,475.64
136,45,440,3,336.28
137,45,199,1,375.98
138,45,216,4,200.74
139,45,83,4,353.9
140,45,21,1,263.56
141,46,402,1,164.31
142,46,526,2,33.14
143,47,412,4,247.17
144,47,55,3,116.16
145,47,317,2,469.28
146,47,335,4,84.69
147,48,56,4,160.04
148,48,487,2,477.82
149,49,124,1,472.24
150,49,588,1,159.2
151,49,593,1,345.52
152,50,512,1,52.99
153,51,313,2,11.57
154,51,127,4,101.02
155,51,376,2,415.25
156,52,47,1,239.54
157,52,306,3,21.35
158,52,443,2,169.99
159,52,261,4,94.45
160,53,562,2,355.69
161,53,413,1,266.77
162,53,437,4,182.12
163,53,502,3,104.12
164,54,109,1,68.43
165,55,156,3,152.67
166,56,56,1,160.04
167,56,190,3,100.6
168,56,336,2,448.3
169,56,366,4,118.18
170,56,488,2,153.34
171,57,481,1,183.57
172,57,259,3,439.31
173,57,321,2,175.12
174,57,33,2,68.87
175,58,590,2,233.95
176,58,92,4,469.78
177,59,520,4,368.38
178,60,544,2,429.2
179,60,196,3,42.49
180,60,249,2,357.18
181,61,489,1,445.81
182,61,22,3,273.29
183,62,467,2,234.56
184,62,166,2,348.49
185,62,86,3,201.39
186,62,565,4,218.12
187,63,275,2,496.43
188,63,314,3,301.92
189,63,123,4,362.54
190,63,232,1,469.48
191,63,580,2,11.77
192,64,241,2,394.47
193,64,244,2,303.3
194,64,43,2,293.07
195,64,381,1,423.11
196,64,193,1,25.63
197,65,580,2,11.77
198,65,112,1,64.48
199,65,232,3,469.48
200,65,599,1,463.97
201,66,516,4,479.75
202,67,547,3,18.81
203,67,141,2,411.84
204,67,87,3,431.52
205,68,455,1,389.42
206,68,183,2,499.22
207,68,58,2,410.8
208,68,377,2,233.07
209,69,591,3,156.4
210,69,413,3,266.77
211,69,128,4,150.63
212,69,90,3,422.33
213,70,563,1,264.64
214,70,430,1,39.85
215,70,329,1,454.14
216,70,544,1,429.2
217,71,86,3,201.39
218,71,407,2,457.59
219,71,467,3,234.56
220,72,212,3,55.4
221,73,484,3,72.55
222,73,249,3,357.18
223,73,54,3,122.73
224,73,472,2,319.58
225,74,79,4,91.37
226,74,222,4,289.81
227,74,47,4,239.54
228,74,53,4,239.83
229,74,413,3,266.77
230,75,265,2,324.14
231,76,530,4,210.77
232,76,104,2,451.24
233,76,493,1,244.37
234,76,71,1,462.85
235,76,335,1,84.69
236,77,190,3,100.6
237,77,154,4,95.58
238,77,421,3,448.27
239,78,144,3,157.06
240,79,238,4,12.5
241,80,337,4,91.55
242,81,573,1,449.28
243,81,227,4,459.62
244,81,563,3,264.64
245,82,121,3,54.51
246,82,536,1,465.53
247,82,274,2,155.62
248,82,497,1,10.73
249,82,69,1,171.26
250,83,247,2,29.63
251,84,571,2,145.59
252,84,390,3,253.53
253,84,74,1,205.45
254,84,577,3,195.83
255,85,504,4,249.33
256,85,197,1,325.73
257,85,97,4,204.0
258,85,16,1,50.23
259,85,253,4,498.26
260,86,224,2,493.55
261,86,136,1,433.87
262,86,147,3,19.48
263,86,251,2,415.98
264,86,576,4,298.95
265,87,480,4,109.68
266,87,210,4,477.01
267,88,470,2,176.81
268,88,150,4,383.54
269,88,144,3,157.06
270,89,69,1,171.26
271,89,539,2,463.68
272,89,433,4,10.25
273,89,478,4,55.87
274,90,54,2,122.73
275,90,488,2,153.34
276,90,573,4,449.28
277,90,270,3,323.61
278,90,538,2,121.15
279,91,398,1,438.42
280,91,391,3,74.77
281,91,297,1,69.95
282,91,253,2,498.26
283,92,438,3,223.38
284,92,474,1,185.97
285,92,16,2,50.23
286,92,443,4,169.99
287,93,316,2,153.49
288,93,27,3,473.48
289,93,563,4,264.64
290,93,243,4,169.8
291,94,400,3,28.29
292,94,18,3,133.89
293,94,533,3,452.67
294,94,238,2,12.5
295,95,598,3,201.47
296,95,70,2,446.6
297,95,246,2,252.68
298,96,389,3,268.9
299,96,533,4,452.67
300,96,536,2,465.53
301,96,544,3,429.2
302,97,509,3,61.22
303,97,426,3,202.01
304,97,119,3,17.68
305,98,492,1,393.81
306,98,183,1,499.22
307,98,187,2,338.08
308,98,98,4,57.47
309,98,212,1,55.4
310,99,218,3,208.46
311,99,121,3,54.51
312,100,414,4,188.55
313,100,339,2,271.78
314,101,395,1,123.79
315,102,560,2,273.18
316,102,25,1,345.16
317,102,292,1,158.29
318,103,391,3,74.77
319,103,437,3,182.12
320,103,167,1,425.18
321,103,17,1,24.92
322,103,400,2,28.29
323,104,276,4,104.79
324,104,153,4,183.67
325,105,390,3,253.53
326,106,547,3,18.81
327,106,118,3,351.95
328,106,357,4,490.94
329,106,334,4,218.33
330,106,157,1,136.59
331,107,134,2,120.98
332,107,31,2,391.29
333,107,354,3,477.7
334,107,422,2,53.82
335,107,521,2,210.96
336,108,587,3,435.83
337,108,237,4,185.04
338,109,87,1,431.52
339,109,598,4,201.47
340,109,247,2,29.63
341,109,138,4,484.54
342,110,511,2,466.71
343,111,592,1,329.63
344,111,243,3,169.8
345,111,90,2,422.33
346,111,171,3,54.79
347,111,598,4,201.47
348,112,462,1,488.16
349,112,145,2,216.86
350,113,136,1,433.87
351,114,249,4,357.18
352,114,195,2,468.55
353,114,4,2,356.75
354,115,125,4,486.44
355,115,462,3,488.16
356,116,75,2,348.26
357,116,243,4,169.8
358,116,53,3,239.83
359,116,107,1,333.94
360,116,254,3,139.07
361,117,110,4,386.52
362,117,121,3,54.51
363,118,532,4,464.38
364,118,366,4,118.18
365,118,314,2,301.92
366,118,39,2,457.54
367,118,26,4,273.09
368,119,256,4,483.12
369,120,124,4,472.24
370,120,176,3,260.1
371,120,175,4,199.95
372,120,216,3,200.74
373,121,119,1,17.68
374,122,315,3,153.03
375,122,344,1,202.38
376,122,481,1,183.57
377,122,536,3,465.53
378,123,70,4,446.6
379,123,194,3,167.62
380,124,396,4,239.59
381,124,342,3,101.45
382,124,445,1,18.66
383,125,30,1,141.95
384,125,105,4,156.24
385,126,484,4,72.55
386,126,115,1,119.85
387,126,216,1,200.74
388,126,13,3,463.94
389,127,131,2,194.7
390,127,17,1,24.92
391,127,319,3,299.1
392,128,133,1,382.03
393,128,543,2,474.88
394,129,455,2,389.42
395,130,484,3,72.55
396,130,324,2,231.39
397,130,118,2,351.95
398,130,51,3,321.3
399,131,9,4,345.49
400,131,295,1,277.27
401,131,515,3,370.74
402,132,295,3,277.27
403,133,84,1,332.29
404,133,311,1,29.36
405,133,169,4,30.63
406,133,101,1,324.28
407,133,437,2,182.12
408,134,97,4,204.0
409,134,308,3,368.27
410,134,53,4,239.83
411,134,573,4,449.28
412,134,540,3,351.48
413,135,103,3,442.54
414,136,571,2,145.59
415,136,490,3,166.25
416,136,6,3,27.54
417,137,528,4,376.87
418,137,193,2,25.63
419,137,188,2,244.69
420,137,138,2,484.54
421,137,301,2,472.1
422,138,107,3,333.94
423,138,82,2,255.3
424,138,247,1,29.63
425,138,73,1,447.92
426,138,471,3,163.75
427,139,478,3,55.87
428,139,22,3,273.29
429,139,353,3,277.15
430,140,307,3,297.3
431,140,463,3,356.42
432,140,490,1,166.25
433,140,91,3,80.59
434,141,476,2,406.66
435,142,312,3,469.46
436,143,272,3,439.69
437,143,13,1,463.94
438,143,409,3,459.13
439,143,252,3,493.03
440,143,485,1,273.66
441,144,207,1,121.42
442,144,421,4,448.27
443,145,30,4,141.95
444,145,446,3,242.4
445,145,593,2,345.52
446,146,586,2,191.61
447,146,302,3,436.7
448,147,95,1,139.46
449,147,329,1,454.14
450,147,594,2,226.67
451,148,597,1,405.56
452,148,407,3,457.59
453,148,275,1,496.43
454,148,338,1,435.3
455,149,25,1,345.16
456,149,323,1,260.95
457,150,519,2,417.32
458,150,283,2,357.73
459,150,593,2,345.52
460,151,245,4,344.53
461,151,255,3,79.54
462,152,430,1,39.85
463,152,63,2,28.87
464,153,431,1,29.73
465,153,445,3,18.66
466,153,174,2,84.66
467,154,430,3,39.85
468,154,454,1,444.18
469,154,587,4,435.83
470,155,168,4,281.96
471,155,53,1,239.83
472,155,102,4,44.86
473,156,387,2,493.54
474,157,477,4,136.05
475,157,386,1,367.04
476,158,238,1,12.5
477,158,186,4,443.62
478,159,280,1,127.63
479,159,20,3,479.58
480,160,194,4,167.62
481,160,12,2,378.42
482,160,130,1,115.95
483,160,186,1,443.62
484,161,185,4,484.43
485,162,225,4,487.15
486,162,311,2,29.36
487,163,253,3,498.26
488,163,225,2,487.15
489,163,340,1,442.09
490,163,244,4,303.3
491,163,390,1,253.53
492,164,118,1,351.95
493,164,307,4,297.3
494,165,445,1,18.66
495,165,169,3,30.63
496,166,571,1,145.59
497,166,428,4,391.74
498,167,461,3,58.01
499,168,357,3,490.94
500,168,52,1,315.25
501,168,180,2,76.67
502,169,94,4,249.03
503,169,284,2,369.26
504,169,334,1,218.33
505,169,369,4,246.95
506,169,379,1,455.56
507,170,241,3,394.47
508,170,41,2,165.49
509,170,46,4,417.17
510,171,455,1,389.42
511,171,305,4,166.18
512,171,347,4,172.63
513,171,501,4,70.63
514,172,550,3,434.97
515,172,131,4,194.7
516,172,252,3,493.03
517,173,305,4,166.18
518,173,220,1,68.37
519,174,572,2,152.0
520,174,67,3,415.61
521,175,52,4,315.25
522,176,407,2,457.59
523,176,469,4,104.82
524,176,327,4,48.53
525,177,164,3,414.75
526,177,130,3,115.95
527,177,154,4,95.58
528,177,549,3,121.93
529,177,238,4,12.5
530,178,302,1,436.7
531,178,535,3,466.48
532,178,444,3,295.83
533,178,17,2,24.92
534,179,159,2,424.6
535,180,325,4,101.42
536,180,395,3,123.79
537,181,374,4,484.13
538,181,64,2,393.3
539,181,69,3,171.26
540,181,476,1,406.66
541,182,238,1,12.5
542,182,421,1,448.27
543,182,316,2,153.49
544,182,201,1,369.99
545,183,403,2,188.36
546,184,456,2,103.55
547,184,260,1,194.86
548,185,552,4,209.64
549,185,87,3,431.52
550,185,134,4,120.98
551,185,104,1,451.24
552,186,311,4,29.36
553,186,535,1,466.48
554,187,408,4,454.66
555,187,284,4,369.26
556,187,582,4,206.7
557,188,161,1,247.66
558,188,16,1,50.23
559,189,168,3,281.96
560,189,179,1,333.3
561,190,404,3,93.75
562,191,496,3,498.5
563,192,511,1,466.71
564,192,158,2,339.72
565,192,189,1,267.87
566,193,423,4,28.72
567,193,556,4,194.4
568,193,516,3,479.75
569,194,204,3,83.84
570,194,596,1,126.57
571,195,488,2,153.34
572,195,571,1,145.59
573,195,189,3,267.87
574,195,142,2,40.09
575,195,143,3,438.07
576,196,480,3,109.68
577,196,282,1,459.28
578,197,528,4,376.87
579,197,333,4,419.05
580,198,345,3,268.23
581,198,596,3,126.57
582,198,588,4,159.2
583,198,78,2,469.57
584,199,143,4,438.07
585,200,228,4,485.99
586,201,27,3,473.48
587,202,320,4,153.73
588,202,334,1,218.33
589,203,84,4,332.29
590,203,95,4,139.46
591,203,447,1,197.12
592,203,202,3,291.29
593,204,119,2,17.68
594,205,108,1,45.46
595,205,18,4,133.89
596,205,118,1,351.95
597,205,99,3,256.68
598,205,202,3,291.29
599,206,450,2,19.11
600,206,326,4,172.03
601,206,377,2,233.07
602,206,436,1,384.08
603,206,140,2,498.1
604,207,99,4,256.68
605,207,322,3,192.89
606,208,214,1,11.74
607,208,380,2,312.65
608,208,493,1,244.37
609,209,546,2,37.52
610,209,259,3,439.31
611,209,325,4,101.42
612,209,249,1,357.18
613,209,264,1,115.63
614,210,550,2,434.97
615,210,574,1,482.0
616,210,355,3,409.1
617,210,203,4,277.86
618,211,475,1,308.51
619,211,222,2,289.81
620,212,255,4,79.54
621,213,353,4,277.15
622,213,488,2,153.34
623,213,200,3,342.31
624,213,73,2,447.92
625,213,151,2,46.07
626,214,82,2,255.3
627,214,442,1,174.31
628,215,139,4,179.98
629,215,497,2,10.73
630,215,72,3,173.93
631,216,203,3,277.86
632,216,204,2,83.84
633,217,423,4,28.72
634,217,196,1,42.49
635,218,195,1,468.55
636,218,271,3,237.69
637,219,511,2,466.71
638,219,383,3,234.71
639,219,231,3,78.46
640,219,85,4,128.91
641,220,569,1,168.23
642,220,192,3,179.8
643,220,543,3,474.88
644,220,405,1,182.78
645,220,54,4,122.73
646,221,300,1,45.35
647,221,381,3,423.11
648,221,503,1,71.0
649,221,141,4,411.84
650,221,563,3,264.64
651,222,236,4,99.83
652,222,307,4,297.3
653,222,407,3,457.59
654,223,442,2,174.31
655,223,384,4,24.43
656,223,510,4,116.29
657,223,432,4,130.89
658,223,89,1,172.38
659,224,170,1,246.55
660,224,40,1,254.87
661,224,578,2,244.63
662,224,273,1,401.36
663,224,350,1,37.46
664,225,537,3,77.01
665,225,95,1,139.46
666,225,336,2,448.3
667,225,150,2,383.54
668,226,292,4,158.29
669,227,246,4,252.68
670,227,221,1,318.0
671,228,236,3,99.83
672,228,38,1,140.2
673,228,534,2,321.35
674,228,397,3,273.34
675,229,430,1,39.85
676,229,364,3,430.82
677,229,435,1,487.09
678,229,193,4,25.63
679,229,94,3,249.03
680,230,1,2,468.04
681,230,330,2,299.69
682,230,30,1,141.95
683,230,529,1,475.41
684,231,13,3,463.94
685,231,217,2,235.35
686,231,408,2,454.66
687,231,304,3,254.06
688,231,341,2,223.8
689,232,43,2,293.07
690,232,243,3,169.8
691,233,387,3,493.54
692,233,318,1,270.79
693,233,395,2,123.79
694,233,468,3,262.84
695,234,582,2,206.7
696,235,505,2,139.78
697,236,24,1,237.06
698,237,382,3,26.77
699,237,532,2,464.38
700,237,487,2,477.82
701,237,397,3,273.34
702,238,89,2,172.38
703,238,155,2,121.28
704,238,468,1,262.84
705,238,563,2,264.64
706,238,9,2,345.49
707,239,121,3,54.51
708,239,160,2,381.45
709,239,80,3,14.62
710,239,239,4,453.57
711,240,111,4,40.65
712,240,286,3,174.69
713,241,112,2,64.48
714,241,171,2,54.79
715,241,468,3,262.84
716,241,550,4,434.97
717,242,580,2,11.77
718,242,349,3,460.82
719,242,64,2,393.3
720,242,89,1,172.38
721,243,394,3,300.61
722,244,476,4,406.66
723,244,302,2,436.7
724,244,545,4,382.64
725,245,321,4,175.12
726,245,414,2,188.55
727,246,193,4,25.63
728,246,44,2,433.14
729,246,161,1,247.66
730,247,361,1,88.37
731,248,247,3,29.63
732,249,333,1,419.05
733,250,538,1,121.15
734,250,192,3,179.8
735,250,495,4,189.22
736,250,454,3,444.18
737,251,176,2,260.1
738,251,357,3,490.94
739,251,327,3,48.53
740,251,261,1,94.45
741,251,112,3,64.48
742,252,446,3,242.4
743,252,561,1,98.95
744,252,41,2,165.49
745,252,399,3,287.62
746,252,553,4,477.35
747,253,116,2,464.7
748,253,356,3,342.41
749,253,32,4,187.46
750,253,247,3,29.63
751,254,599,2,463.97
752,254,307,1,297.3
753,254,43,4,293.07
754,254,314,3,301.92
755,254,39,1,457.54
756,255,140,2,498.1
757,255,180,2,76.67
758,255,133,3,382.03
759,255,1,1,468.04
760,255,438,1,223.38
761,256,586,3,191.61
762,256,509,1,61.22
763,256,361,4,88.37
764,256,66,2,65.93
765,257,540,3,351.48
766,257,524,4,347.9
767,257,32,2,187.46
768,257,178,1,482.53
769,258,314,2,301.92
770,258,587,4,435.83
771,259,398,2,438.42
772,259,548,1,336.9
773,259,393,1,487.3
774,259,25,2,345.16
775,260,65,4,172.83
776,260,8,4,429.64
777,260,481,3,183.57
778,260,327,4,48.53
779,260,314,3,301.92
780,261,501,4,70.63
781,261,518,4,277.74
782,261,458,4,283.75
783,262,453,2,323.21
784,262,259,4,439.31
785,262,179,3,333.3
786,263,46,3,417.17
787,263,407,4,457.59
788,264,236,4,99.83
789,264,62,2,104.51
790,265,92,1,469.78
791,265,205,1,410.89
792,266,98,3,57.47
793,266,51,3,321.3
794,266,15,4,198.66
795,267,420,4,446.44
796,267,352,1,457.2
797,267,26,1,273.09
798,267,269,2,466.36
799,268,325,1,101.42
800,269,518,2,277.74
801,269,36,3,221.06
802,269,74,2,205.45
803,269,97,1,204.0
804,269,155,1,121.28
805,270,333,2,419.05
806,270,281,3,499.66
807,271,72,4,173.93
808,271,524,4,347.9
809,271,225,4,487.15
810,271,585,3,296.54
811,272,282,2,459.28
812,272,264,3,115.63
813,272,234,3,434.55
814,273,204,1,83.84
815,273,441,2,116.75
816,273,534,1,321.35
817,273,465,3,128.72
818,273,227,1,459.62
819,274,460,4,460.88
820,274,61,1,292.08
821,275,249,3,357.18
822,275,218,4,208.46
823,275,150,4,383.54
824,275,373,3,60.96
825,275,559,3,196.44
826,276,478,1,55.87
827,276,341,3,223.8
828,276,200,4,342.31
829,276,38,4,140.2
830,276,125,4,486.44
831,277,217,4,235.35
832,277,2,4,373.27
833,278,54,4,122.73
834,279,565,3,218.12
835,279,348,4,436.39
836,279,97,3,204.0
837,279,516,2,479.75
838,280,282,1,459.28
839,281,87,1,431.52
840,282,556,1,194.4
841,282,507,3,259.73
842,283,325,4,101.42
843,284,207,3,121.42
844,284,70,4,446.6
845,284,147,4,19.48
846,284,213,3,132.56
847,285,592,1,329.63
848,286,59,2,164.78
849,286,251,1,415.98
850,286,520,3,368.38
851,287,486,3,448.37
852,287,164,2,414.75
853,287,51,2,321.3
854,288,204,4,83.84
855,288,280,3,127.63
856,288,170,4,246.55
857,288,259,1,439.31
858,289,133,2,382.03
859,289,374,4,484.13
860,290,95,1,139.46
861,290,374,2,484.13
862,291,344,4,202.38
863,292,325,1,101.42
864,292,368,1,347.02
865,292,157,2,136.59
866,293,194,3,167.62
867,293,252,4,493.03
868,293,354,1,477.7
869,294,142,1,40.09
870,294,407,1,457.59
871,294,473,4,182.41
872,295,163,3,294.21
873,295,583,3,339.08
874,296,404,4,93.75
875,296,54,4,122.73
876,296,343,3,52.11
877,297,354,3,477.7
878,297,332,2,214.58
879,297,517,1,67.91
880,297,150,2,383.54
881,297,535,1,466.48
882,298,549,2,121.93
883,299,73,2,447.92
884,299,332,1,214.58
885,299,356,1,342.41
886,300,429,3,357.5
887,300,539,4,463.68
888,300,50,3,122.25
889,300,307,2,297.3
890,300,212,3,55.4
891,301,120,3,92.24
892,301,97,2,204.0
893,301,335,1,84.69
894,301,99,3,256.68
895,301,179,2,333.3
896,302,539,3,463.68
897,302,3,3,6.3
898,302,58,3,410.8
899,302,526,2,33.14
900,303,207,1,121.42
901,303,162,2,286.19
902,303,594,4,226.67
903,303,326,4,172.03
904,303,302,3,436.7
905,304,446,3,242.4
906,304,485,2,273.66
907,305,446,4,242.4
908,305,12,3,378.42
909,306,376,1,415.25
910,306,260,3,194.86
911,306,199,4,375.98
912,306,594,2,226.67
913,307,457,4,476.22
914,307,440,4,336.28
915,308,240,4,49.22
916,309,4,4,356.75
917,309,299,2,168.74
918,309,290,4,46.89
919,309,198,4,39.61
920,310,62,3,104.51
921,310,55,4,116.16
922,310,512,1,52.99
923,310,239,1,453.57
924,311,35,4,471.42
925,312,447,4,197.12
926,312,404,1,93.75
927,312,272,2,439.69
928,313,279,1,129.56
929,313,319,4,299.1
930,313,238,4,12.5
931,314,335,3,84.69
932,314,30,3,141.95
933,314,538,4,121.15
934,314,508,1,133.96
935,315,417,3,227.82
936,315,416,4,376.01
937,315,376,3,415.25
938,316,485,4,273.66
939,316,165,1,361.12
940,316,415,3,221.05
941,316,338,2,435.3
942,316,47,4,239.54
943,317,80,4,14.62
944,317,30,4,141.95
945,317,416,2,376.01
946,318,162,4,286.19
947,318,116,3,464.7
948,318,550,3,434.97
949,319,151,1,46.07
950,319,74,2,205.45
951,319,105,2,156.24
952,320,214,3,11.74
953,320,226,2,422.85
954,320,441,1,116.75
955,321,58,4,410.8
956,321,228,3,485.99
957,321,554,2,97.63
958,321,202,4,291.29
959,321,460,4,460.88
960,322,484,2,72.55
961,322,272,3,439.69
962,322,389,2,268.9
963,323,491,2,298.98
964,323,351,3,334.92
965,323,586,1,191.61
966,323,175,4,199.95
967,323,465,1,128.72
968,324,357,4,490.94
969,324,253,3,498.26
970,324,484,2,72.55
971,325,323,3,260.95
972,325,589,2,384.65
973,326,121,3,54.51
974,326,352,3,457.2
975,327,218,4,208.46
976,327,593,1,345.52
977,327,394,4,300.61
978,328,546,3,37.52
979,329,44,4,433.14
980,329,321,3,175.12
981,329,573,4,449.28
982,329,520,2,368.38
983,330,366,2,118.18
984,330,137,2,240.38
985,330,248,1,442.33
986,331,347,4,172.63
987,332,360,2,484.05
988,332,514,1,205.99
989,333,482,3,492.25
990,333,431,1,29.73
991,333,304,4,254.06
992,333,581,3,64.48
993,333,251,2,415.98
994,334,517,4,67.91
995,334,197,2,325.73
996,334,93,1,240.0
997,334,65,1,172.83
998,335,68,4,451.07
999,335,312,1,469.46
1000,335,490,4,166.25
1001,336,382,3,26.77
1002,336,9,3,345.49
1003,336,207,4,121.42
1004,337,453,2,323.21
1005,337,141,2,411.84
1006,337,393,1,487.3
1007,337,75,1,348.26
1008,338,428,4,391.74
1009,338,102,3,44.86
1010,338,565,4,218.12
1011,339,351,3,334.92
1012,339,569,4,168.23
1013,339,370,2,359.54
1014,340,460,2,460.88
1015,340,39,3,457.54
1016,341,38,1,140.2
1017,341,430,4,39.85
1018,341,316,4,153.49
1019,341,528,2,376.87
1020,342,560,3,273.18
1021,343,450,4,19.11
1022,343,457,1,476.22
1023,343,465,1,128.72
1024,343,189,1,267.87
1025,343,475,1,308.51
1026,344,47,4,239.54
1027,344,441,3,116.75
1028,344,295,3,277.27
1029,344,412,1,247.17
1030,344,368,3,347.02
1031,345,457,3,476.22
1032,345,253,1,498.26
1033,345,36,3,221.06
1034,346,148,4,210.76
1035,346,153,2,183.67
1036,346,138,1,484.54
1037,346,359,4,388.94
1038,347,515,2,370.74
1039,347,575,3,91.49
1040,347,359,1,388.94
1041,347,25,1,345.16
1042,347,426,3,202.01
1043,348,290,4,46.89
1044,348,584,2,234.68
1045,348,314,3,301.92
1046,348,202,3,291.29
1047,348,253,1,498.26
1048,349,381,4,423.11
1049,349,502,1,104.12
1050,349,161,1,247.66
1051,349,149,4,323.27
1052,350,345,1,268.23
1053,350,510,1,116.29
1054,350,188,1,244.69
1055,350,538,4,121.15
1056,351,534,3,321.35
1057,351,286,3,174.69
1058,351,468,4,262.84
1059,351,57,3,390.95
1060,351,203,3,277.86
1061,352,262,1,23.9
1062,352,545,4,382.64
1063,352,156,4,152.67
1064,352,445,4,18.66
1065,353,29,1,126.31
1066,353,60,3,243.79
1067,354,408,2,454.66
1068,354,276,1,104.79
1069,354,350,2,37.46
1070,354,579,3,8.74
1071,355,266,2,456.78
1072,356,283,2,357.73
1073,356,250,1,118.85
1074,356,582,1,206.7
1075,356,175,4,199.95
1076,356,554,4,97.63
1077,357,403,2,188.36
1078,357,60,4,243.79
1079,357,389,4,268.9
1080,357,14,2,318.71
1081,358,134,3,120.98
1082,358,417,3,227.82
1083,358,468,4,262.84
1084,358,455,2,389.42
1085,358,544,2,429.2
1086,359,348,3,436.39
1087,359,192,4,179.8
1088,359,528,4,376.87
1089,359,369,1,246.95
1090,360,175,4,199.95
1091,360,455,4,389.42
1092,360,137,1,240.38
1093,360,260,2,194.86
1094,361,110,2,386.52
1095,361,17,3,24.92
1096,361,470,2,176.81
1097,362,134,3,120.98
1098,363,61,2,292.08
1099,364,166,1,348.49
1100,364,428,3,391.74
1101,365,533,4,452.67
1102,365,434,3,394.72
1103,365,346,2,475.64
1104,365,282,4,459.28
1105,365,15,1,198.66
1106,366,100,4,210.86
1107,366,187,4,338.08
1108,366,278,1,86.56
1109,366,540,4,351.48
1110,366,246,4,252.68
1111,367,257,4,384.35
1112,368,447,1,197.12
1113,368,404,1,93.75
1114,368,408,1,454.66
1115,368,437,1,182.12
1116,368,308,4,368.27
1117,369,8,1,429.64
1118,369,106,2,173.97
1119,369,388,4,81.89
1120,370,220,4,68.37
1121,370,26,3,273.09
1122,370,65,2,172.83
1123,371,574,4,482.0
1124,372,259,1,439.31
1125,373,346,2,475.64
1126,373,548,1,336.9
1127,373,490,4,166.25
1128,374,144,3,157.06
1129,374,596,2,126.57
1130,374,541,4,331.52
1131,374,473,4,182.41
1132,375,507,2,259.73
1133,376,191,2,228.02
1134,376,470,4,176.81
1135,377,298,2,200.93
1136,377,419,4,14.37
1137,377,424,2,50.13
1138,377,151,3,46.07
1139,378,567,3,403.47
1140,378,196,3,42.49
1141,378,91,1,80.59
1142,378,325,3,101.42
1143,379,422,4,53.82
1144,379,93,4,240.0
1145,379,418,3,66.32
1146,380,363,3,304.13
1147,381,115,2,119.85
1148,381,494,1,246.18
1149,382,260,1,194.86
1150,382,124,4,472.24
